,kingdom,supergroup,division,class,order,family,genus,species,taxon
Apicomplexa_104,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Gregarines,Gregarines_X,Selenidium2,Selenidium2_orientale,Selenidium2_orientale
Apicomplexa_11,Eukaryota,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis10,Sarcocystis10_neurona,Sarcocystis10_neurona
Apicomplexa_201,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Leidyana1,Gregarina_blattarum,Gregarina_blattarum
Apicomplexa_221,Eukaryota,Alveolata,Apicomplexa,Colpodellidea,Colpodellida,Colpodellaceae,Voromonas,Voromonas_pontica,Voromonas_pontica
Apicomplexa_63,Eukaryota,Alveolata,Apicomplexa,,,,,,Apicomplexa
Apusomonadidae_12,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Amastigomonas,Amastigomonas_sp.,Amastigomonas_sp.
Apusomonadidae_3,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Apusomonas,Apusomonas_proboscidea,Apusomonas_proboscidea
Bacillariophyta_104,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Melosira,Melosira_varians,Melosira_varians
Bacillariophyta_108,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Coscinodiscus,Coscinodiscus_wailesii,Coscinodiscus_wailesii
Bacillariophyta_109,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Stellarima,Stellarima_microtrias,Stellarima_microtrias
Bacillariophyta_11,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Attheya,Attheya_longicornis,Attheya_longicornis
Bacillariophyta_113,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Corethron,Corethron_inerme,Corethron_inerme
Bacillariophyta_115,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Corethron,,Corethron
Bacillariophyta_116,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_shrubsolei,Rhizosolenia_shrubsolei
Bacillariophyta_117,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_fallax,Rhizosolenia_fallax
Bacillariophyta_121,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Rhizosolenia,Rhizosolenia_pungens,Rhizosolenia_pungens
Bacillariophyta_128,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Proboscia,Proboscia_alata,Proboscia_alata
Bacillariophyta_130,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Eucampia,Eucampia_antarctica,Eucampia_antarctica
Bacillariophyta_135,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_neogracilis,Chaetoceros_neogracilis
Bacillariophyta_150,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_debilis,Chaetoceros_debilis
Bacillariophyta_151,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,,Chaetoceros
Bacillariophyta_152,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_peruvianus,Chaetoceros_peruvianus
Bacillariophyta_156,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Toxarium,Toxarium_undulatum,Toxarium_undulatum
Bacillariophyta_17,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Porosira,Porosira_pseudodelicatula,Porosira_pseudodelicatula
Bacillariophyta_173,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Asterionellopsis,Asterionellopsis_glacialis,Asterionellopsis_glacialis
Bacillariophyta_18,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_nordenskioeldii,Thalassiosira_nordenskioeldii
Bacillariophyta_181,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Achnanthes,Achnanthes_brevipes,Achnanthes_brevipes
Bacillariophyta_187,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X,Raphid-pennate_X_sp.,Raphid-pennate_X_sp.
Bacillariophyta_190,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Navicula,Navicula_gregaria,Navicula_gregaria
Bacillariophyta_192,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Navicula,Navicula_reinhardtii,Navicula_reinhardtii
Bacillariophyta_193,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Navicula,,Navicula
Bacillariophyta_195,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,,Raphid-pennate
Bacillariophyta_196,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Bacillaria,Bacillaria_paxillifer,Bacillaria_paxillifer
Bacillariophyta_199,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Raphid-pennate_X,Raphid-pennate_X_sp.,Raphid-pennate_X_sp.
Bacillariophyta_202,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Cylindrotheca,Cylindrotheca_closterium,Cylindrotheca_closterium
Bacillariophyta_211,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Nitzschia,Nitzschia_sp.,Nitzschia_sp.
Bacillariophyta_218,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Pseudo-nitzschia,,Pseudo-nitzschia
Bacillariophyta_219,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Fragilariopsis,Fragilariopsis_sublineata,Fragilariopsis_sublineata
Bacillariophyta_223,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Eolimna,Eolimna_minima,Eolimna_minima
Bacillariophyta_229,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Achnanthidium,Achnanthidium_minutissimum,Achnanthidium_minutissimum
Bacillariophyta_232,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,,Raphid-pennate
Bacillariophyta_253,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Eolimna,Eolimna_subminuscula,Eolimna_subminuscula
Bacillariophyta_272,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,Amphiprora,Amphiprora_paludosa,Amphiprora_paludosa
Bacillariophyta_276,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,,Raphid-pennate
Bacillariophyta_28,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_hendeyi,Thalassiosira_hendeyi
Bacillariophyta_285,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Raphid-pennate,,,Raphid-pennate
Bacillariophyta_29,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Thalassiosira,Thalassiosira_tumida,Thalassiosira_tumida
Bacillariophyta_309,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,Synedra,Synedra_minuscula,Synedra_minuscula
Bacillariophyta_378,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Araphid-pennate,,,Araphid-pennate
Bacillariophyta_46,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_menzellii,Skeletonema_menzellii
Bacillariophyta_67,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Planktoniella,Planktoniella_sol,Planktoniella_sol
Bacillariophyta_70,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,,,Polar-centric-Mediophyceae
Bacillariophyta_99,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Radial-centric-basal-Coscinodiscophyceae,Leptocylindrus,Leptocylindrus_minimus,Leptocylindrus_minimus
Bolidophyceae_12,Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_mediterranea,Triparma_mediterranea
Bolidophyceae_9,Eukaryota,Stramenopiles,Ochrophyta,Bolidophyceae,Parmales,,,,Parmales
Cercozoa_0,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Thaumatomonas,Thaumatomonas_coloniensis,Thaumatomonas_coloniensis
Cercozoa_116,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.,Paracercomonas_sp.
Cercozoa_119,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp.,Paracercomonas_sp.
Cercozoa_12,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,Novel-clade-2_X_sp.
Cercozoa_120,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,,Paracercomonas
Cercozoa_121,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cavernomonas,Cavernomonas_stercoris,Cavernomonas_stercoris
Cercozoa_122,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,Eocercomonas_sp.,Eocercomonas_sp.
Cercozoa_134,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.,Cercomonas_sp.
Cercozoa_142,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.,Cercomonas_sp.
Cercozoa_149,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.,Cercomonas_sp.
Cercozoa_18,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,Novel-clade-2_X_sp.
Cercozoa_192,Eukaryota,Rhizaria,Cercozoa,Endomyxa-Phytomyxea,Phagomyxida,Phagomyxidae,Phagomyxa,Phagomyxa_sp.,Phagomyxa_sp.
Cercozoa_22,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,Novel-clade-2_X_sp.
Cercozoa_23,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Spongomonadida,Spongomonadidae,Spongomonas,Spongomonas_minima,Spongomonas_minima
Cercozoa_241,Eukaryota,Rhizaria,Cercozoa,,,,,,Cercozoa
Cercozoa_243,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Cryptofilida,Nanofilidae,Nanofila,Nanofila_sp.,Nanofila_sp.
Cercozoa_265,Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,Chlorarachnida,Chlorarachnida_X,,,Chlorarachnida_X
Cercozoa_266,Eukaryota,Rhizaria,Cercozoa,Chlorarachniophyceae,,,,,Chlorarachniophyceae
Cercozoa_268,Eukaryota,Rhizaria,Cercozoa,,,,,,Cercozoa
Cercozoa_270,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Limnofilida,Limnofilidae,Limnofilidae_X,Limnofilidae_X_sp.,Limnofilidae_X_sp.
Cercozoa_291,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Massiteriidae,Massisteria,Massisteria_marina,Massisteria_marina
Cercozoa_302,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,,,,Filosa-Granofilosea_X
Cercozoa_307,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,Mataza-lineage_X_sp.
Cercozoa_308,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,Mataza-lineage_X_sp.
Cercozoa_311,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,Mataza-lineage_X_sp.
Cercozoa_315,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Filosa-Thecofilosea_X,Mataza-lineage,Mataza-lineage_X,Mataza-lineage_X_sp.,Mataza-lineage_X_sp.
Cercozoa_319,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa,Protaspa_sp.,Protaspa_sp.
Cercozoa_320,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,Protaspa-lineage_X_sp.
Cercozoa_322,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,,,Protaspa-lineage
Cercozoa_323,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,Protaspa-lineage_X_sp.
Cercozoa_324,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,Protaspa-lineage_X_sp.
Cercozoa_325,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,Protaspa-lineage_X_sp.
Cercozoa_326,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,Protaspa-lineage_X_sp.
Cercozoa_327,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_aestivalis,Cryothecomonas_aestivalis
Cercozoa_329,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_aestivalis,Cryothecomonas_aestivalis
Cercozoa_332,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_sp.,Cryothecomonas_sp.
Cercozoa_333,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,Cryothecomonas_sp.,Cryothecomonas_sp.
Cercozoa_335,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas,,Cryothecomonas
Cercozoa_339,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,,,,Cryomonadida
Cercozoa_344,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryomonadida_X,Cryomonadida_XX,Cryomonadida_XX_sp.,Cryomonadida_XX_sp.
Cercozoa_346,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryomonadida_X,Cryomonadida_XX,Cryomonadida_XX_sp.,Cryomonadida_XX_sp.
Cercozoa_347,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Capsellina,Capsellina_sp.,Capsellina_sp.
Cercozoa_358,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.,Rhogostoma-lineage_X_sp.
Cercozoa_363,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,,,Rhogostoma-lineage
Cercozoa_368,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Ebriidae,Ebria,Ebria_tripartita,Ebria_tripartita
Cercozoa_370,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,Ebriidae,Ebria,Ebria_tripartita,Ebria_tripartita
Cercozoa_371,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,TAGIRI1-lineage,TAGIRI1-lineage_X,TAGIRI1-lineage_X_sp.,TAGIRI1-lineage_X_sp.
Cercozoa_372,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ebriida,,,,Ebriida
Cercozoa_382,Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,Phaeodarea
Cercozoa_384,Eukaryota,Rhizaria,Cercozoa,Phaeodarea,,,,,Phaeodarea
Cercozoa_386,Eukaryota,Rhizaria,Cercozoa,,,,,,Cercozoa
Cercozoa_387,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Cryomonadida_X,Cryomonadida_XX,Cryomonadida_XX_sp.,Cryomonadida_XX_sp.
Cercozoa_390,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsa,Allapsa_vibrans,Allapsa_vibrans
Cercozoa_410,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,,,,Glissomonadida
Cercozoa_420,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Thaumatomonadidae,Reckertia,Reckertia_filosa,Reckertia_filosa
Cercozoa_47,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinematidae_X,Trinematidae_X_sp.,Trinematidae_X_sp.
Cercozoa_65,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,,,,Euglyphida
Cercozoa_67,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphida_X,Euglyphida_XX,Euglyphida_XX_sp.,Euglyphida_XX_sp.
Cercozoa_72,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Pseudopirsonia,Pseudopirsonia_mucosa,Pseudopirsonia_mucosa
Cercozoa_73,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Pseudopirsonia,,Pseudopirsonia
Cercozoa_74,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_75,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_76,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_78,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_79,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,,,Marimonadida_X
Cercozoa_8,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,Peregrinia_sp.,Peregrinia_sp.
Cercozoa_80,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_82,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,Marimonadida_XX,Marimonadida_XX_sp.,Marimonadida_XX_sp.
Cercozoa_83,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Marimonadida,Marimonadida_X,,,Marimonadida_X
Cercozoa_85,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,Ventrifissuridae,Ventrifissuridae_X,Ventrifissuridae_X_sp.,Ventrifissuridae_X_sp.
Cercozoa_86,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Ventricleftida,CCW10-lineage,CCW10-lineage_X,CCW10-lineage_X_sp.,CCW10-lineage_X_sp.
Cercozoa_9,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,,Peregrinia
Chlorophyta__Streptophyta_104,Eukaryota,Archaeplastida,Chlorophyta,Nephroselmidophyceae,Nephroselmidales,Nephroselmidales_X,Nephroselmis,Nephroselmis_pyriformis,Nephroselmis_pyriformis
Chlorophyta__Streptophyta_111,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_propulsa,Pyramimonas_propulsa
Chlorophyta__Streptophyta_113,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_olivacea,Pyramimonas_olivacea
Chlorophyta__Streptophyta_115,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,,Pyramimonas
Chlorophyta__Streptophyta_116,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,,,Pyramimonadales_XX
Chlorophyta__Streptophyta_118,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_australis,Pyramimonas_australis
Chlorophyta__Streptophyta_120,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_disomata,Pyramimonas_disomata
Chlorophyta__Streptophyta_121,Eukaryota,Archaeplastida,Chlorophyta,Pyramimonadales,Pyramimonadales_X,Pyramimonadales_XX,Pyramimonas,Pyramimonas_sp.,Pyramimonas_sp.
Chlorophyta__Streptophyta_1304,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonadales_XX,Chlamydomonadales_XX_sp.,Chlamydomonadales_XX_sp.
Chlorophyta__Streptophyta_1392,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,Chlamydomonas_sp.,Chlamydomonas_sp.
Chlorophyta__Streptophyta_1398,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonadales_XX,Chlamydomonadales_XX_sp.,Chlamydomonadales_XX_sp.
Chlorophyta__Streptophyta_1402,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonadales_XX,Chlamydomonadales_XX_sp.,Chlamydomonadales_XX_sp.
Chlorophyta__Streptophyta_1428,Eukaryota,Archaeplastida,Chlorophyta,Ulvophyceae,Oltmansiellopsidales,Oltmansiellopsidales_X,Oltmannsiellopsis,Oltmannsiellopsis_geminata,Oltmannsiellopsis_geminata
Chlorophyta__Streptophyta_727,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,Dolichomastigaceae-B,Dolichomastigaceae-B_sp.,Dolichomastigaceae-B_sp.
Chlorophyta__Streptophyta_742,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas_polaris,Micromonas_polaris
Chlorophyta__Streptophyta_842,Eukaryota,Archaeplastida,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus_prasinos,Bathycoccus_prasinos
Chlorophyta__Streptophyta_893,Eukaryota,Archaeplastida,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Chlorodendrales_XX,Chlorodendrales_XX_sp.,Chlorodendrales_XX_sp.
Chrysophyceae_131,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade_C,Ochromonas,Ochromonas_sp.,Ochromonas_sp.
Chrysophyceae_16,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,Chrysophyceae_Clade-F,Paraphysomonas,Paraphysomonas_sp.,Paraphysomonas_sp.
Ciliophora_1008,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_1,Philasterida,Parauronema,Parauronema_longum,Parauronema_longum
Ciliophora_112,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Euplotia,Discocephalidae,Discocephalus,Discocephalus_ehrenbergi,Discocephalus_ehrenbergi
Ciliophora_1151,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Histiobalantiidae,Histiobalantium,Histiobalantium_minor,Histiobalantium_minor
Ciliophora_1353,Eukaryota,Alveolata,Ciliophora,Phyllopharyngea,Synhymenia,Orthodonellidae,Orthodonellidae_X,Orthodonellidae_X_sp.,Orthodonellidae_X_sp.
