"","Acidiferrobacter sp. SPIII_3","Alphaproteobacteria","Alteromonadaceae","Amoebophilaceae","Anaerococcus","Anaplasmataceae","Borreliaceae","Candidatus Aquiluna sp. 15G-AUS-rot","Candidatus Carsonella ruddii","Candidatus Hepatoplasma crinochetorum Av","Candidatus Nasuia deltocephalinicola","Candidatus Pelagibacter","Candidatus Pelagibacter sp. FZCC0015","Candidatus Pelagibacter ubique HTCC1062","Candidatus Thioglobus sp. NP1","Colwellia","Colwellia sp. MT41","Colwellia sp. PAMC 20917","FCB group","Flavivirga eckloniae","Flavobacteriaceae","Fluviicola taffensis DSM 16823","Francisellaceae","Gammaproteobacteria","Glaciecola amylolytica","Glaciecola nitratireducens FR1064","Haliscomenobacter hydrossis DSM 1100","Kordia","Luteolibacter luteus","Magnetospira sp. QH-2","Marinomonas","Methanomassiliicoccales","Methylococcaceae","Methylophaga","Methylophilaceae","Mycoplasmataceae","Neorickettsia","Neptunomonas concharum","Nitrosopumilus oxyclinae","Oceanicoccus sagamiensis","Octadecabacter","Oleispira antarctica RB-8","Owenweeksia hongkongensis DSM 17368","Paraglaciecola psychrophila 170","Pelagibacterales","Piscirickettsiaceae","Planktomarina temperata RCA23","Polaribacter sp. L12M9","Polaribacter sp. L3A8","Proteobacteria","Pseudohongiella spirulinae","Ralstonia solanacearum PSI07","Rhodobacteraceae","Roseobacter denitrificans OCh 114","Saprospira grandis str. Lewin","Seonamhaeicola sp. S2-3","Spartinivicinus ruber","Spirochaetales","Sulfitobacter pontiacus","Sulfitobacter sp. SK011","Sulfurivermis fontis","Tenacibaculum todarodis","Terricaulis silvestris","Unclassified","Winogradskyella","Winogradskyella sp. PG-2","Wolbachia","Yoonia vestfoldensis"
"Ev32Core_B",0.00396979565244349,0.0108615214381112,0.00105233908114382,0.00937445720336053,0.000218646232148351,0,0.00543235194544898,0,0.0515595146184829,0.000765261812519227,0.0548118773216896,0.00707867176580285,0.0588295018374156,0.00717432949236775,0.038645721532221,0.0061956773667422,0.00446402723969549,0.00394356692096602,0.00280802476127375,0.00382630906259613,0.025252759016747,0.00808307789473433,0.00401762451572594,0.0016557694954078,0.0595947636499348,0.00754094005121722,0.00980491697290259,0.00554814814076439,0.00157835248832091,0.000655938696445052,0.043493557312015,0,0.00057394635938942,0.00255087270839742,0.00102490421319539,0.00132958579704709,0.00726998721893265,0.00456528561619936,0.00124355044534374,0.00136964472127021,0.0721585894438861,0.00717432949236775,0.0216186462036682,0.0702676031419037,0,0.00671125913422401,0.0279227236958235,0.00205664112114542,0.148786027899051,0.00352194356898053,0.00220012771099278,0.00609020859129885,0.043997239901713,0.00306104725007691,0.00283784588809213,0.00143486589847355,0.00173635948388731,0.00300919539829406,0.00318859088549678,0.0153052362503845,0.00312863248388012,0.000892805447939098,0.00239144316412258,0.0085651624690892,0,0.0101875478791622,0.00133920817190865,0.0010861780564789
"Ev32Core_C",0.0124557297938705,0.00203653743937272,0.000302669155485125,0,0.00186514370407355,0.00030013806732218,0.000205357625009913,0,0.0222102169818413,0,0.0430698126607328,0.00225103550491635,0.0176331114551781,0,0.0139564201304814,0.00501476767697446,0.0214765461506093,0.0230368069011197,0.000906871598722832,0.00060027613464436,0.0209540516981658,0.0247613905540798,0.00285131163956071,0.00887749007745419,0.0310642899678456,0.0132273833079749,0.0264496671827671,0.00155071334783126,0.0227729758580704,9.64729502107007e-05,0.0206711012912312,0,0.0081787623345294,0.00225103550491635,0.000369812975807686,0.000424899601223855,0.00210096647125526,0.0125914711159126,0.00060027613464436,0.00744888112535956,0.0356066234013435,0.0242511558396321,0.0223227687570871,0.0910519317737831,0,0.0245311710138043,0.00658839659975517,0,0.127363588868167,0.00214871570923833,0.00142565581978035,0,0.0107288175061106,0.0030013806732218,0.0143315927146341,0.000187586292076362,0.000646611377627313,0.000250348808490697,0.0114052465582428,0.117429018839803,0.00110720396410676,0.000275126561711998,0.00075034516830545,0.00877903846917376,0,0.00626538215535051,0.000825379685135995,0.000232364955346204
"Ev37Core_A",0.0131696492256455,0.00358180019098739,0,0,0.000629414935184655,0.000330442840971944,0,0,0.0928544383131163,0,0.136252598094098,0,0.00308413318240481,0,0.000550738068286574,0.00961126757880762,0.0158367791191739,0.0194428303849299,0.00111986599902724,0,0.0623939978907542,0.0400386575644339,0,0.0386918526519876,0.0418193773185605,0.0051068925147622,0.0168525848895692,0,0.00583782352383768,0,0.0211610511622418,0.00506679022823648,0.0123365327296192,0.00326771253850034,0,5.67032093975525e-05,0,0.0055612675542024,0,0.00821100392718164,0.00967149778454471,0.0159934335030421,0.0180642086397996,0.0240672535841233,0,0.00909468819129601,0,0,0.109398609884445,0,0,0,0.0107326760136823,0,0.0275001875431096,0,0,0,0.0060214028799332,0.0884485337668237,0,0,0,0.00264354272777555,0.0417459455761223,0,0.000330442840971944,0
"EvXCore_A",0.0229827624185652,0.000130523827770293,0,0,0,0,0,0,0.0354390687675585,0,0.0221932782133473,0,0.000614043270725024,0,0,0.00429155516682544,0.0237430064680343,0.0127194677507326,0.000265067878244234,0,0.0311105763610284,0.0230704828858116,0.000668759997819333,0.00642174317117845,0.00309945650937393,0.030658303302628,0.0587727130551094,0,0.00526322803478592,0,0.00362943433232112,0,0.00786351331387658,0.00347957853410847,0,0.000270187195713598,0,0.00378952418504586,8.7720467246432e-05,0.0157458238707345,0.0563691722525572,0.00312284863397298,0.0210090519055205,0.0958492305446014,0,0.0428877895863127,0,0,0.124071828873353,0.000175440934492864,0.000175440934492864,0,0.00885976719188963,0.0113159402747897,0.0321641713236917,0,0,0,0.0104387356023254,0.108247056582097,0.000964925139710752,0,0,0.0171526175342877,0,0.0130264893860952,0,0
"Hero_1",0,0.0156279284491151,0.00295313562831165,0,0.00136811283143808,0.00362757190154036,0.00297842745600156,0,0.0664571172362194,0,0.0584764590528306,0.0211850199049957,0.124208061908742,0.0136396703497918,0.113615551956244,0.000156264635758662,0.000306328293907853,0.000547646338684158,0.00314637584926719,0.00631197510868023,0.0243391024611128,0.00515115210018731,0.00696493805095749,0,0.105247952770024,0.00142214906198252,0.00166868307470857,0.0111245538313904,0.00166868307470857,0.000932804203253236,0.0907897777718987,0.00130592588455453,0,0.00599758554388006,0.00189670187994825,0.00253972962952814,0.0133494645976685,0.000240639360192699,0.00377267477760198,0,0.00413366242048697,0.000145102876061614,0.0156711106146544,0.00486094634806408,0,0,0.0626844424586174,0.00311971183532471,0.091763058821365,0.00486522260664932,0.0109552671426519,0,0,0.000580411504246458,0.000580411504246458,0.0029746089592631,0.00359165143983849,0.00477212169028805,0.00145102876061614,0.0153809048625311,0.00400095567504279,0.0010157201324313,0.00478839491003328,0.0179927566316402,0,0.000580411504246458,0.00116082300849292,0.00289581653731566
"Hero_2",0,0,0,0.0943341410995014,0,0,0,0.00616648766575322,0.0606152617357019,0,0.00940280034139675,0,0.0230477943251911,0,0.0161815633782177,0.000641431341118538,0.00152582909932743,0.000153068842766924,0,0,0.0084751147303856,0.00341124849594859,0,0,0.00209922984366067,0.0010933488769066,0,0,0,0,0.0154544863750748,0,0,0.00365907424138075,0,0.00312943620554592,0,0.00100588096675407,0,0,0.30362735651247,0,0.00470140017069838,0.0187618667277172,0,0,0.0196584128067806,0,0.0176422774777649,0,0.00994947477985005,0.0232664641005724,0.00857081391030306,0,0,0.00255843637196144,0.00323631267564353,0.00429410216851616,0.0186598208325393,0,0,0,0,0.143622308470451,0,0,0,0
"Hero_3",0,0,0,0.0783500212513019,0,0,0,0.0307384446669433,0.0062357226651317,0,0,0.00234756617981429,0.0236957461275005,0,0.0234756617981429,0,0.00145907759092624,0,0,0,0.00590070540822071,0.00546542751238014,0,0.00341864324935456,0,0,0,0,0,0,0.00942694544081675,0,0,0,0,0.00702446670150792,0,0.00201010354146598,0,0,0.218675789649701,0,0.00311786133256585,0.0141343047076319,0,0.00417531413409827,0,0,0.0274665243038272,0,0,0.0721142985861702,0.00663638900832116,0,0,0,0,0.000734300052155696,0.0157727102706273,0,0,0,0,0.19264714963101,0,0,0,0.00520866246146295
"Station_B1_2",0.000643320478660107,0.0146872710486672,0.00375255774446324,0,0.000525159574416414,0.00416626595703688,0.00205411100203754,0,0.0436232553148568,0.000612686170152483,0.0248137898911756,0.0335752021243561,0.169407726047162,0.016787601062178,0.189748906896224,0.000235648526981724,0.000360804077978684,0.000471373069617314,0.00216929270036497,0.00655574202063157,0.0196905043100612,0.00836316622258139,0.0035535797868844,0.000380143919208245,0.0157256117005804,0.00259008617124898,0.00321660239330054,0.00925156116930249,0.000704589095675355,0.00154856756097815,0.0565769089203885,0.00790365159496703,0.000306343085076241,0.00528952393564977,0.00417501861661049,0.00381641852851786,0.0384154228685607,0.000451591961621011,0.0159298404239646,0.00055559495884282,0.00363427503856302,0.000122537234030497,0.0216278218063826,0.0108649680840374,0.00580637970482968,0.00722273446495665,0.0448306953770109,0.00419690026554451,0.0445177771232794,0.010289975476967,0.0183805851045745,0,0.000333573581527463,0.000551417553137235,0.00093945212756714,0.000704589095675355,0.0050888619924727,0.0122067698834679,0.00328808244648499,0.0107832765946837,0.00582328183754075,0.00128664095732021,0.00753603989287554,0.0154396914878426,0,0.000551417553137235,0.00300216223374717,0.00406516390136945
"Station_B1_3",0.000912781632896725,0.0110481484975609,0.00693024700705834,0,0.000603087864592479,0.00644652028233312,0.00249813920582261,0,0.047921035727078,0.000456390816448362,0.0383368285816624,0.0259572276855006,0.121628152583489,0.0119232100797135,0.193167413061769,0.000298409379985468,0.000247211692242863,0.000418358248410999,0.00330364871599549,0.00778716830565018,0.0263481833890746,0.00887109649471504,0.00217463445956212,0.000129835318472379,0.00720717164308039,0.00288096702883029,0.00345145554939074,0.0109914121627981,0.000570488520560453,0.00385079751378306,0.0500817609987008,0.00621832487410894,0.000305618850300243,0.00576193405766057,0.00826769517489149,0.00584430044761131,0.0337158715651228,0.000867142551251888,0.0114668192632651,0.000313768686308249,0.0059216708434175,0.0001255074745233,0.0222490523018577,0.010458956210275,0.00342293112336272,0.00459650750851565,0.0658914241247323,0.00462095701653967,0.0527245490701971,0.00713315658280988,0.01759957085929,0,0,0.000513439668504408,0.00157835157355059,0.000827208354812657,0.00698848437686555,0.0130791157924004,0.00317571943111985,0.01009764681392,0.0179703883976543,0.0014642538694385,0.00156884343154125,0.0229336385265302,0,0.000513439668504408,0.00347997997541876,0.00721667978508973
"Station_B1_4",0,0.00537843225652467,0.00771124624730645,0,0.0024439003712952,0.00349922098617267,0.00390166550505023,0,0.0443234658248539,0.000777604663593928,0.11689990109362,0.0182737095944573,0.109383056012212,0,0.0898133386450986,0.000295489772165692,0.000158400949991356,0,0.00224151692949411,0.00388802331796964,0.0245892030212491,0.00680404080644686,0.00305395890982434,0,0.0805684832001486,0.000453602720429791,0.0007128042749611,0.00907205440859582,0.0007128042749611,0.00187921127035199,0.09305335807674,0.000907205440859582,0,0.00527043160880328,0.00317023439772909,0.00439811868489984,0.00660963964054838,0.000544323264515749,0,0.000194401165898482,0.00241057445714118,0,0.014644887831019,0.00382322292933681,0.00155520932718786,0,0.0416666498909079,0.00777604663593928,0.200803444295405,0.00190532586049424,0.00751684508140797,0,0,0,0.000475202849974067,0.00123120738402372,0.00366122195775474,0.00166785299340941,0.00129600777265655,0.00362882176343833,0.00913685479722865,0.00125280751356799,0.00100440602380882,0.0194401165898482,0,0,0.000777604663593928,0.00200881204761765
"Station_B2_1",0,0.00326815849582612,0.00365761404991206,0.0475843876992282,0,0.00196089509749567,0.00134166506670756,0.00575195895265396,0.0369955541727516,0.00248380045682785,0.0320279532590959,0.0436625975042369,0.180533075309435,0.0185631402562923,0.176219106094944,0.000402234891793983,0,0,0.00165106527148622,0.00431396921449047,0.0142709230475282,0.00320279532590959,0,0,0.0163843679257416,0,0.00130726339833045,0.00610056252554208,0,0.00640559065181919,0.0698405470558041,0.00470614823398961,0.000653631699165223,0.00457542189415656,0.019186604338573,0.00228809771139731,0.00745140137048354,0.000549050627298787,0,0,0.00431396921449047,0,0.0250994572479446,0.00544693082637686,0,0.000403384134341966,0.0571274105070405,0,0.0402637126685777,0.00611410005741988,0.0241843728691133,0.0159486134596314,0,0.00457542189415656,0.00265810224327191,0.00366033751532525,0.00107849230362262,0.00367622015474422,0.00113296161188639,0.00169944241782958,0.0067324065014018,0.000697207145776238,0,0.020654761693621,0,0,0,0.00307206898607655
"Station_B2_2",0.00192595617424272,0.0140115742242467,0.00319148211207161,0,0.00112772037010332,0.00318614972035215,0.00130149085198988,0,0.0509308410521964,0.000903534995323745,0.0451291952927492,0.0204484235783795,0.111372576792011,0.0101291028423136,0.106474466027888,0.000848664449049024,0.00604470195701968,0.00688926258743453,0.00369413083890524,0.00696673035868046,0.024097761665834,0.0116508459923325,0.00791617190014493,0.00188380561824077,0.0444634326646159,0.00480831129729134,0.00722827996258996,0.0100498453865834,0.00568275957585198,0.00076087157500947,0.0635102208922586,0.00252038709221887,0.00218750577815223,0.00553217040996469,0.00331182940015282,0.00389133338563812,0.010889974417323,0.0037329236768009,0.00370924892817116,0.00108942975512719,0.0128420275586964,0.00325272598316548,0.0219939439651175,0.0317188337832073,0.00119565533215774,0.00910127774595844,0.0543930386915306,0.0026392732758141,0.0716931241552673,0.00439662722604904,0.0134341387462609,0,0.00351110528884578,0.00147418867658085,0.00500907120214567,0.000855980521885653,0.00338460814717853,0.00376258104791482,0.00567483383027896,0.0426088082005303,0.00382648676924112,0.00107790139793008,0.00580164575944721,0.0186889080611701,0,0.00133152525626657,0.00185462446408558,0.00371077047177448
"Station_B2_3",0.00123183688642191,0.0105860197350689,0.00578065122221949,0,0.00105586018836164,0.00384949027006847,0.00210708941098485,0,0.0517371492297202,0.00138581649722465,0.0543548026133668,0.0289481668309149,0.139043588554873,0.0150900018586684,0.137349812836043,0,0.000479047678052965,0.000667244980145201,0.00388788811024933,0.00785296015093968,0.0311220420010958,0.0065441334591164,0.00293475990886408,0.000525654533430039,0.0180156144639204,0.00250216867554451,0.00238668396744245,0.0150900018586684,0.00153979610802739,0.00500433735108901,0.0905592586033608,0.00338755143766025,0,0.00744234785546571,0.00604073857764591,0.00198124554308379,0.0137041853614438,0.000615918443210955,0.00862285820495337,0,0.00628236812075174,0.000307959221605478,0.0202483188205602,0.00646714365371503,0.0027716329944493,0.00248127144264985,0.0893851640709899,0.00384949027006847,0.0641171099382604,0.00503536428249494,0.0163988285504917,0,0,0,0.00153979610802739,0.00146280630262602,0.00434992400517737,0.00543101916980875,0.00328489836379176,0.0143201038046547,0.0153209712748725,0.00107785727561917,0.0010008674702178,0.0143201038046547,0,0,0.00107785727561917,0.00585122521050407
"Station_B3_1",0.00178411426489655,0.00899601109829417,0.00695061182365949,0,0.00239581058428966,0.0032114056768138,0.00329591635251942,0,0.0783226162289587,0.000892057132448277,0.0597678278740346,0.0244423654290828,0.131667632749366,0.0142729141191724,0.111328730129545,0.000109791647070557,0,0,0.00440782030236012,0.00463869708873104,0.0266426685661165,0.00410346280926207,0.00204024948114408,0,0.0388936909747449,0.000936659989070691,0.00187331997814138,0.0119535655748069,0.00214093711787587,0.00437107994899656,0.084500111871163,0.00249775997085518,0,0.00725539801057932,0.00601109267711301,0.00247723687565529,0.0146297369721517,0.000214093711787586,0.00499551994171035,0.000356822852979311,0.00353254624449518,0,0.0183763769284345,0.00362769900528966,0.00446028566224139,0.00250795490951173,0.0847454275825863,0.00428187423575173,0.099410846840036,0.00490451442359406,0.0106154798761345,0,0,0,0.000832586656951725,0.00133808569867242,0.00428187423575173,0.00433689832055695,0.00208146664237931,0.0157002055310897,0.0132024455602345,0.00142729141191724,0.00151649712516207,0.0167706740900276,0,0,0.00124887998542759,0.00526313708144483
