Full quantification results
"","Full compound name","Abbreviated compound name","mz","RT","Column","z","SampID","Volume filtered (L)","Particulate carbon filtered (umol)","Normalized peak area (area per L filtered)","Estimated metabolite carbon concentration (nmol C per L)","Estimated metabolite carbon concentration per particulate carbon (nmol C per umol C)","mol Fraction C","Metabolite as a portion of particulate matter (C, %)","Metabolite as a portion of particulate matter (N, %)"
"1930","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_T-S_B",0.58,35.99248868,172.413793103448,0.00121939585271214,1.96499219840288e-06,5.74835148197531e-07,1.96499219826094e-06,3.71519459817564e-06
"1931","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_T-S_C",0.5,31.7832986,200,0.00141449918914608,2.2252240193e-06,4.87075454488677e-07,2.2252240193e-06,4.17904795142844e-06
"1932","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_1_A",0.25,NA,27916,0.19743579682101,NA,3.80014586598794e-05,NA,NA
"1933","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_1_B",0.5,NA,13958,0.0987178984105051,NA,6.72541035128434e-05,NA,NA
"1934","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_1_C",0.5,NA,13958,0.0987178984105051,NA,0.000102145850592006,NA,NA
"1935","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Sea ice_2",0.62,NA,11256.4516129032,0.0796112083955686,NA,4.05380987754961e-05,NA,NA
"1936","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Meltwater_A",0.725,9.144216331,137.931034482759,0.000975516682169712,7.73439263652785e-06,7.11803113822213e-06,7.73439263695076e-06,1.8746844793164e-05
"1937","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Meltwater_B",1.105,13.93704696,90.4977375565611,0.000640044881966553,5.0746015034812e-06,3.47007090979653e-06,5.07460150388172e-06,1.22999660407637e-05
"1938","Glutathione","Glutathione",308.091634,0.87,"RP",1,"Meltwater_C",1.02,12.86496642,98.0392156862745,0.000693381955463766,5.49748496407689e-06,3.52054049623065e-06,5.49748496253853e-06,1.33249632108273e-05
"1939","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_08_A",3.1,24.21686837,32.258064516129,0.000228145030507433,2.92048329192385e-06,6.83050047449904e-07,2.92048329139322e-06,4.85396212593573e-06
"1940","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_08_B",3.3,25.77924698,30.3030303030303,0.000214318058961528,2.74348430395092e-06,7.88489977055624e-07,2.74348430403606e-06,4.55978260315175e-06
"1941","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_08_C",3,23.43567907,33.3333333333333,0.00023574986485768,3.0178327346972e-06,6.94287868709565e-07,3.01783273443966e-06,5.01576086346692e-06
"1942","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_12_A",2.25,41.68972321,44.4444444444444,0.000314333153143574,1.69646027873698e-06,5.24368347117435e-07,1.69646027883871e-06,2.65445747331658e-06
"1943","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_12_B",2.75,50.95410614,36.3636363636364,0.000257181670753833,1.38801295548159e-06,6.12848728610736e-07,1.38801295541349e-06,2.17182884180448e-06
"1944","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_12_C",1.9,35.20465515,52.6315789473684,0.000372236628722653,2.00896611984862e-06,5.69435578790553e-07,2.00896611967742e-06,3.14343648155911e-06
"1945","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_15_A",2.2,65.94233043,19468.6363636364,0.137691851750718,0.000459374231811752,0.000191404136952232,0.000459374231797819,0.000755770422787518
"1946","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_15_B",2.04,61.14652458,23611.2745098039,0.166990643244116,0.000557122280551365,0.000228795435066122,0.000557122280529498,0.000916587201359264
"1947","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_15_C",2.095,62.79508284,25174.2243436754,0.178044599607552,0.000594001025730348,0.00020543241343378,0.000594001025700078,0.000977260750070002
"1948","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_17_A",1.325,45.4484529,41478.4905660377,0.293356456363319,0.000855248704585493,0.000228562298619739,0.000855248704580788,0.00142488109254161
"1949","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_17_B",1.325,45.4484529,44622.641509434,0.315593451163253,0.000920078233931062,0.000251840828360464,0.000920078233926001,0.00153288987420664
"1950","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_17_C",1.64,56.25317944,31337.8048780488,0.221636497948091,0.000646156999930223,0.000180557440553858,0.000646156999944007,0.0010765253277816
"1951","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_19_A",1.04,44.04571642,5158.65384615385,0.0364845584123497,8.614672170848e-05,3.26384089311666e-05,8.61467217163034e-05,0.000134836358324918
"1952","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_19_B",1.15,48.70439796,4665.21739130435,0.032994731085951,7.7906600508657e-05,2.46982995566105e-05,7.7906600508657e-05,0.000121938967528621
"1953","Glutathione","Glutathione",308.091634,0.87,"RP",1,"SW_19_C",1.5,63.5274756,3576.66666666667,0.0252959604992291,5.97283937233037e-05,1.65973910373786e-05,5.97283937233037e-05,9.34865417719431e-05
"1954","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,5581143.3990923,23.053616915962,0.00900964622971822,0.00792405312499429,0.0180192924594364,0.0408812647801517
"1955","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,4608421.76141311,19.0356674748905,0.00768786720526253,0.00699867517877267,0.0153757344097238,0.0358168848981032
"1956","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,1077945.89670109,4.45259151784593,0.00207009345410949,0.00195451387097677,0.00414018690821899,0.00927607514446403
"1957","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_T-S_A",0.62,84.00397013,9331625.97814558,38.5454583622051,0.0142244373376542,0.00783818481549548,0.0284488746759857,0.054082659551914
"1958","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_T-S_B",0.62,71.22869299,6571900.43077059,27.1460638272565,0.0118144520602547,0.00655759865238058,0.0236289041191824,0.0432477894948804
"1959","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_T-S_C",0.78,85.3133456,15341290.3037839,63.369135026618,0.0289684603113033,0.012716639983337,0.0579369206239648,0.104882374659375
"1960","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,1098000.88584134,4.53543118058749,0.00385596250658089,0.00200487694533428,0.00771192501244653,0.014305964101944
"1961","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,1294202.89672818,5.34586833901319,0.00430729264679961,0.00252009469448849,0.00861458529297694,0.0162875256066239
"1962","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,2383389.27391534,9.84489007958358,0.00774376049154286,0.00339003680362592,0.0154875209830857,0.0290861020174632
"1963","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_1_A",0.25,NA,6979151.1484641,28.8282642946346,NA,0.00554872070550507,NA,NA
"1964","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_1_B",0.5,NA,1502314.30235662,6.20549875488471,NA,0.00422765539309156,NA,NA
"1965","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_1_C",0.5,NA,1026834.17916304,4.24146812040182,NA,0.00438875194765304,NA,NA
"1966","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Sea ice_2",0.62,NA,2781655.33227313,11.4899782780886,NA,0.00585070725281674,NA,NA
"1967","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_A",0.725,9.144216331,129.03906186274,0.000533012124336843,2.11299566937275e-06,3.88921785493313e-06,4.22599133897657e-06,1.02430801548087e-05
"1968","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_B",1.105,13.93704696,97949.9186245158,0.404594496046544,0.00160391551888489,0.00219355178137064,0.00320783103802297,0.00777523374042455
"1969","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"Meltwater_C",1.02,12.86496642,69382.9364361064,0.286594972163353,0.00113613538529011,0.00145514200011498,0.00227227076994437,0.00550759567709047
"1970","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_08_A",3.1,24.21686837,415265.524726238,1.7153066389589,0.0109788154676512,0.00513550647378155,0.0219576309313129,0.0364944765237889
"1971","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_08_B",3.3,25.77924698,275277.311971361,1.13706766553887,0.00727779849269719,0.00418334535995576,0.0145555969858461,0.0241919947626122
"1972","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_08_C",3,23.43567907,496810.207146204,2.0521372372104,0.013134698792475,0.00604358348023853,0.0262693975827081,0.0436608082345109
"1973","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_12_A",2.25,41.68972321,1124900.52989392,4.64654355395256,0.0125387292015956,0.0077513311555857,0.0250774584046949,0.0392387889681071
"1974","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_12_B",2.75,50.95410614,499482.003496387,2.06317342910337,0.00556748745081045,0.00491642040128013,0.0111349749010746,0.0174229351020132
"1975","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_12_C",1.9,35.20465515,1186031.68254765,4.89905349217407,0.01322012897935,0.00749441389047334,0.0264402579564468,0.0413711663069131
"1976","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_15_A",2.2,65.94233043,969067.945536816,4.00285740473494,0.00667726347627722,0.00556433410659063,0.0133545269521494,0.0219710984685693
"1977","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_15_B",2.04,61.14652458,1166773.68286212,4.81950589492185,0.00803953462046507,0.00660324989838157,0.016079069240299,0.0264535625130993
"1978","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_15_C",2.095,62.79508284,1480341.93735135,6.11473912924035,0.0102001445785166,0.00705534242322806,0.0204002891559936,0.0335629081763531
"1979","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_17_A",1.325,45.4484529,3090925.769492,12.7674588359677,0.0186110658099621,0.00994748769213235,0.0372221316197194,0.0620136707427462
"1980","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_17_B",1.325,45.4484529,2476547.92693802,10.2296936486052,0.0149117772107946,0.008163206533097,0.029823554421425,0.0496873232077023
"1981","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_17_C",1.64,56.25317944,2925776.42308569,12.0852886257216,0.0176166694429454,0.00984534949260029,0.0352333388866423,0.0587002565894507
"1982","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_19_A",1.04,44.04571642,1205287.58910748,4.97859244350652,0.00587768409971384,0.0044537564148722,0.0117553682004952,0.0183994353742581
"1983","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_19_B",1.15,48.70439796,1529576.89889173,6.31811034926823,0.00745910760217767,0.00472943942569035,0.014918215204355,0.0233499054959629
"1984","Glutathione Disulfide","GSSG",613.159793,14.98,"HILIC",1,"SW_19_C",1.5,63.5274756,2153841.53659286,8.8967141912846,0.0105033854728889,0.00583738436755726,0.0210067709457778,0.0328796782751899
"1985","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_T-S_A",0.6,76.76311476,32559687.3278523,7.40714545550415,0.0192987100084789,0.0025460045730757,0.00578961300254368,NA
"1986","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_T-S_B",0.62,76.75804953,17059479.5691253,3.88093550442726,0.0104491973045097,0.00142686916658323,0.00313475919118956,NA
"1987","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_T-S_C",0.6,64.52739864,958674.96667752,0.218093154618736,0.000675970701485993,9.57343816873682e-05,0.000202791210445798,NA
"1988","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_T-S_A",0.62,84.00397013,80974459.7666984,18.4212334606705,0.0453199403470295,0.00374594150722832,0.0135959821044325,NA
"1989","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_T-S_B",0.62,71.22869299,118279416.916977,26.9079010702544,0.0780719958172844,0.00650006634182894,0.02342159874387,NA
"1990","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_T-S_C",0.78,85.3133456,160692997.080419,36.5567516380103,0.111409948338524,0.0073360485249731,0.0334229845023408,NA
"1991","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_T-S_A",0.44,25.87667432,112842727.844497,25.6710849316129,0.145501404472465,0.0113478441832387,0.0436504213376909,NA
"1992","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_T-S_B",0.58,35.99248868,106674438.755824,24.2678339104547,0.130354454352999,0.0114400945938287,0.0391063363030749,NA
"1993","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_T-S_C",0.5,31.7832986,158066552.92728,35.9592503881622,0.188564707315402,0.0123823812415614,0.0565694121946206,NA
"1994","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_1_A",0.25,NA,83625338.8696315,19.0242935239527,NA,0.00366170124933983,NA,NA
"1995","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_1_B",0.5,NA,41411752.3403195,9.4209403813797,NA,0.00641825757840699,NA,NA
"1996","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_1_C",0.5,NA,27235747.7512962,6.19597919205749,NA,0.00641113288485212,NA,NA
"1997","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Sea ice_2",0.62,NA,52481323.7124237,11.9392055126643,NA,0.00607945416389728,NA,NA
"1998","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_A",0.725,9.144216331,3526339.48047578,0.802222367627814,0.0212014237734961,0.00585355832137337,0.00636042713239663,NA
"1999","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_B",1.105,13.93704696,4701079.810757,1.0694691753512,0.0282643193629849,0.00579824005920916,0.0084792958095647,NA
"2000","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"Meltwater_C",1.02,12.86496642,4054708.73572133,0.922423396845693,0.0243781401900881,0.00468346327399574,0.00731344205497991,NA
"2001","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_08_A",3.1,24.21686837,24737643.6698648,5.62767458557184,0.240132772312882,0.0168488587463764,0.0720398316807754,NA
"2002","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_08_B",3.3,25.77924698,30831199.3549023,7.01392417838279,0.299284017186644,0.0258046799288888,0.0897852051587796,NA
"2003","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_08_C",3,23.43567907,23906826.2681417,5.43866830674734,0.232067877807278,0.0160169823621719,0.0696203633362419,NA
"2004","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_12_A",2.25,41.68972321,40272137.649304,9.16168445872347,0.164819116438615,0.0152834573394109,0.0494457349345495,NA
"2005","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_12_B",2.75,50.95410614,43118848.4444478,9.8092951288464,0.176469661608889,0.0233749708160001,0.0529408984800692,NA
"2006","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_12_C",1.9,35.20465515,41894959.7568409,9.53086734668845,0.171460733261465,0.0145800132097726,0.0514382199740562,NA
"2007","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_15_A",2.2,65.94233043,537571.888897122,0.122294576534367,0.00136001698565593,0.000170000530734944,0.000408005095684405,NA
"2008","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_15_B",2.04,61.14652458,109749673.787394,24.9674325570676,0.277658530152328,0.0342081118043697,0.0832975590424288,NA
"2009","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_15_C",2.095,62.79508284,65993626.8981847,15.0131783714327,0.166958978663409,0.0173225892442313,0.0500876935964701,NA
"2010","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_17_A",1.325,45.4484529,134756840.607834,30.6564221411475,0.29791816695716,0.0238852841314655,0.0893754500866563,NA
"2011","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_17_B",1.325,45.4484529,1433299.62669993,0.326067591171382,0.00316871481670817,0.000260199100961773,0.000950614445007224,NA
"2012","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_17_C",1.64,56.25317944,84172038.8739469,19.1486646953253,0.186086134229556,0.0155995692019178,0.0558258402700577,NA
"2013","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_19_A",1.04,44.04571642,1612199.89200852,0.366766393768158,0.00288667533434029,0.000328102409976338,0.000866002600380734,NA
"2014","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_19_B",1.15,48.70439796,105899652.855238,24.0915744825086,0.189615392827829,0.0180338164238819,0.0568846178483486,NA
"2015","glycerol 3 phosphate","G3-phosphate",171.005853,13.065,"HILIC",-1,"SW_19_C",1.5,63.5274756,111227694.232312,25.3036738824673,0.199155354777448,0.0166024520050311,0.0597466064332343,NA
"2016","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,8314612906.66667,134.684063239895,0.131590605391324,0.046293979642911,0.105272484313059,0.0995153831870901
"2017","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,6700156696.77419,108.532331979278,0.109581415628684,0.0399031207557938,0.0876651324983792,0.0850878586945659
"2018","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,6596747946.66667,106.857267752551,0.124199878661672,0.046906169407177,0.0993599029293378,0.0927564731527693
"2019","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_T-S_A",0.62,84.00397013,10700569600,173.33292708717,0.159912702083806,0.0352470971898521,0.127930161670091,0.10133387610268
"2020","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_T-S_B",0.62,71.22869299,10236206245.1613,165.810948114554,0.180409718885085,0.0400544866034758,0.144327775099963,0.110067476474014
"2021","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_T-S_C",0.78,85.3133456,9752206441.02564,157.970888575999,0.180536368933115,0.0317009048178584,0.144429095149877,0.108940797926459
"2022","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,2112178036.36364,34.2140666579226,0.072720846694404,0.0151242496506615,0.0581766773501275,0.0449668023006615
"2023","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,2047555531.03448,33.1672805125936,0.0668091572811751,0.0156353808866583,0.0534473258210792,0.0421051748435149
"2024","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,3078980864,49.8747997118306,0.0980758800783948,0.0171741284290427,0.0784607040627158,0.0613966357501224
"2025","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_1_A",0.25,NA,3571508480,57.8529968119687,NA,0.011135256635823,NA,NA
"2026","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_1_B",0.5,NA,994267520,16.1056192325782,NA,0.0109723667181613,NA,NA
"2027","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_1_C",0.5,NA,954654400,15.4639470321884,NA,0.0160009283883268,NA,NA
"2028","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Sea ice_2",0.62,NA,1420627303.22581,23.0119982368118,NA,0.0117177301581738,NA,NA
"2029","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_A",0.725,9.144216331,22204550.3448276,0.359679890865192,0.003564656492121,0.0026244683558629,0.00285172519385273,0.00288003920235149
"2030","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_B",1.105,13.93704696,76329353.8461538,1.23641925798288,0.0122537012682122,0.00670337756042367,0.0098029610153435,0.00990029196507869
"2031","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"Meltwater_C",1.02,12.86496642,81101168.627451,1.31371538842065,0.013019755089546,0.00667018832695592,0.0104158040687221,0.010519219771455
"2032","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_08_A",3.1,24.21686837,868112350.967742,14.0620976694328,0.225011044518685,0.0421009235177635,0.180008835582241,0.124659172111596
"2033","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_08_B",3.3,25.77924698,589544921.212121,9.5497296558,0.152807546553771,0.0351340720127595,0.12224603724681,0.0846574544400538
"2034","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_08_C",3,23.43567907,823626666.666667,13.341497349859,0.213480543544461,0.0392909653035,0.170784434820993,0.118271118111895
"2035","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_12_A",2.25,41.68972321,1546883185.77778,25.0571512055572,0.169042229929522,0.0418001627563869,0.135233783951727,0.0881669941753839
"2036","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_12_B",2.75,50.95410614,1145384122.18182,18.5534779884001,0.125166714552684,0.0442118420149069,0.100133371637234,0.0652829354908309
"2037","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_12_C",1.9,35.20465515,1562032101.05263,25.3025405563059,0.170697692010276,0.0387070097749213,0.136558153596583,0.0890304299778294
"2038","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_15_A",2.2,65.94233043,2344438923.63636,37.9763392231928,0.158373130253019,0.0527905489046669,0.126698504198572,0.0868527367018682
"2039","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_15_B",2.04,61.14652458,2111371043.13725,34.2009945969672,0.142628770516897,0.0468591011238165,0.114103016409039,0.078218439150088
"2040","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_15_C",2.095,62.79508284,2501372211.93317,40.518419433381,0.168974394319258,0.0467511888092592,0.135179515448517,0.0926665309665787
"2041","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_17_A",1.325,45.4484529,3071874608.30189,49.7596891946499,0.181336173114573,0.0387691789092496,0.14506893849086,0.100704618855102
"2042","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_17_B",1.325,45.4484529,2973964172.07547,48.1736892770842,0.175556411217621,0.0384421849312857,0.140445128973324,0.09749484162804
"2043","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_17_C",1.64,56.25317944,3642065795.12195,58.9959178353037,0.214995192745274,0.0480613618518867,0.171996154199887,0.119397076544641
"2044","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_19_A",1.04,44.04571642,2997548061.53846,48.5557123604835,0.143311157586181,0.0434370392551915,0.114648926079356,0.0747699359612694
"2045","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_19_B",1.15,48.70439796,3631868438.26087,58.8307361880311,0.173637673007989,0.0440379144695198,0.138910138406391,0.0905922323757999
"2046","Glycerophosphocholine","GPP",258.110652,10.86,"HILIC",1,"SW_19_C",1.5,63.5274756,4234192213.33333,68.5874638100358,0.202434448133206,0.045002163770453,0.161947558506564,0.105616415196409
"2047","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_T-S_A",0.6,76.76311476,11867500.5310817,4.57894328061186,0.0178950917830573,0.0015738870800261,0.00357901835661145,0.0135331615099971
"2048","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_T-S_B",0.62,76.75804953,7576629.71541352,2.92335843038001,0.0118064635431312,0.00107480528919431,0.00236129270850319,0.00916749154842572
"2049","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_T-S_C",0.6,64.52739864,7724578.24300256,2.9804427266483,0.0138566382163161,0.00130829801645583,0.00277132764326322,0.0103485841093338
"2050","Glycine","Glycine",76.039854,11.51,"HILIC",1,"SW_T-S_A",0.62,84.00397013,20505565.7432944,7.9118448092325,0.029197094935709,0.00160886663387274,0.00583941898728083,0.0185016872469754
"2051","Glycine","Glycine",76.039854,11.51,"HILIC",1,"SW_T-S_B",0.62,71.22869299,18151015.1586096,7.00336761554153,0.0304799073194095,0.00169178391128988,0.00609598146353958,0.0185957081610784
"2052","Glycine","Glycine",76.039854,11.51,"HILIC",1,"SW_T-S_C",0.78,85.3133456,29047975.9796046,11.207838927736,0.0512353272641678,0.00224913994131972,0.0102470654530738,0.0309168588421628
"2053","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_T-S_A",0.44,25.87667432,13382492.0797806,5.16348594432861,0.0438992620807655,0.00228250711236702,0.0087798524153388,0.0271450282671504
"2054","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_T-S_B",0.58,35.99248868,16442944.9461356,6.34432769372,0.0511177498043127,0.0029907782135898,0.010223549960124,0.0322159697967646
"2055","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_T-S_C",0.5,31.7832986,14715049.4285091,5.67763839808329,0.0446589769483782,0.00195506531526415,0.00893179538967565,0.0279570363118945
"2056","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_1_A",0.25,NA,31907433.1571258,12.3111287228294,NA,0.00236958472956749,NA,NA
"2057","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_1_B",0.5,NA,9046462.31709174,3.49047701591972,NA,0.00237797710767396,NA,NA
"2058","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_1_C",0.5,NA,6733140.80714031,2.59790760282853,NA,0.00268811923798126,NA,NA
"2059","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Sea ice_2",0.62,NA,11754510.7532399,4.53534742968508,NA,0.0023094029822062,NA,NA
"2060","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_A",0.725,9.144216331,5026172.11002197,1.93929268847365,0.0768784961034293,0.0141503943448508,0.0153756992215266,0.0621134415293857
"2061","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_B",1.105,13.93704696,2594791.49813065,1.00117148205185,0.0396889847197333,0.00542795690344656,0.00793779694457315,0.0320664367379533
"2062","Glycine","Glycine",76.039854,11.51,"HILIC",1,"Meltwater_C",1.02,12.86496642,2266320.74004106,0.874434688007253,0.034664815773666,0.00443980796757151,0.00693296315279314,0.028007194678568
