"","CultureID_short","Sample_type","molFractionC_pertotalC","total_mmol","Identification","Emperical.Formula","Contains_N","Contains_S"
"490","Hero1","Melted_hero",0.000343333333333333,1.34416321036667,"EDHB","C9H10O4","no","no"
"491","StaB1","SW_Station B1",0.0002798,3.53316924234,"EDHB","C9H10O4","no","no"
"492","StaB2","SW_Station B2",9.55333333333333e-05,3.01257189273333,"EDHB","C9H10O4","no","no"
"493","StaB3","SW_Station B3",0.00027,2.55934740726667,"EDHB","C9H10O4","no","no"
"494","StaB4","SW_Station B4",0.000163666666666667,3.64243740004,"EDHB","C9H10O4","no","no"
"495","StaB5","SW_Station B5",0.000156,3.12584895483333,"EDHB","C9H10O4","no","no"
"496","20ppt3C","Exp_Melted",0.00147566666666667,2.48661013953333,"FAD †","C27H33N9O15P2","yes","no"
"497","35ppt0C","Exp_Ambient",0.00145433333333333,4.03353305183333,"FAD †","C27H33N9O15P2","yes","no"
"498","50ppt-3C","Exp_Frozen",0.000296242333333333,3.98563384757333,"FAD †","C27H33N9O15P2","yes","no"
"499","Hero1","Melted_hero",1.99666666666667e-06,1.34416321036667,"FAD †","C27H33N9O15P2","yes","no"
"500","StaB1","SW_Station B1",1.0672e-06,3.53316924234,"FAD †","C27H33N9O15P2","yes","no"
"501","StaB2","SW_Station B2",0.001207,3.01257189273333,"FAD †","C27H33N9O15P2","yes","no"
"502","StaB3","SW_Station B3",0.00139333333333333,2.55934740726667,"FAD †","C27H33N9O15P2","yes","no"
"503","StaB4","SW_Station B4",0.00167666666666667,3.64243740004,"FAD †","C27H33N9O15P2","yes","no"
"504","StaB5","SW_Station B5",0.00143,3.12584895483333,"FAD †","C27H33N9O15P2","yes","no"
"505","20ppt3C","Exp_Melted",0.0478833333333333,2.48661013953333,"F6-phosphate","C6H13O9P","no","no"
"506","35ppt0C","Exp_Ambient",0.0483333333333333,4.03353305183333,"F6-phosphate","C6H13O9P","no","no"
"507","50ppt-3C","Exp_Frozen",0.0205666666666667,3.98563384757333,"F6-phosphate","C6H13O9P","no","no"
"508","Hero1","Melted_hero",0.00784666666666667,1.34416321036667,"F6-phosphate","C6H13O9P","no","no"
"509","StaB1","SW_Station B1",0.0472,3.53316924234,"F6-phosphate","C6H13O9P","no","no"
"510","StaB2","SW_Station B2",0.0309333333333333,3.01257189273333,"F6-phosphate","C6H13O9P","no","no"
"511","StaB3","SW_Station B3",0.0313,2.55934740726667,"F6-phosphate","C6H13O9P","no","no"
"512","StaB4","SW_Station B4",0.0342,3.64243740004,"F6-phosphate","C6H13O9P","no","no"
"513","StaB5","SW_Station B5",0.0296666666666667,3.12584895483333,"F6-phosphate","C6H13O9P","no","no"
"514","20ppt3C","Exp_Melted",0.00669666666666667,2.48661013953333,"Gluconic acid","C6H12O7","no","no"
"515","35ppt0C","Exp_Ambient",0.00643333333333333,4.03353305183333,"Gluconic acid","C6H12O7","no","no"
"516","50ppt-3C","Exp_Frozen",0.00129,3.98563384757333,"Gluconic acid","C6H12O7","no","no"
"517","Hero1","Melted_hero",0.00362333333333333,1.34416321036667,"Gluconic acid","C6H12O7","no","no"
"518","StaB1","SW_Station B1",0.004688,3.53316924234,"Gluconic acid","C6H12O7","no","no"
"519","StaB2","SW_Station B2",0.00267666666666667,3.01257189273333,"Gluconic acid","C6H12O7","no","no"
"520","StaB3","SW_Station B3",0.00248666666666667,2.55934740726667,"Gluconic acid","C6H12O7","no","no"
"521","StaB4","SW_Station B4",0.00320333333333333,3.64243740004,"Gluconic acid","C6H12O7","no","no"
"522","StaB5","SW_Station B5",0.00313666666666667,3.12584895483333,"Gluconic acid","C6H12O7","no","no"
"523","20ppt3C","Exp_Melted",0.0296266666666667,2.48661013953333,"Glucose 1 phosphate","C6H13O9P","no","no"
"524","35ppt0C","Exp_Ambient",0.0295666666666667,4.03353305183333,"Glucose 1 phosphate","C6H13O9P","no","no"
"525","50ppt-3C","Exp_Frozen",0.0126,3.98563384757333,"Glucose 1 phosphate","C6H13O9P","no","no"
"526","Hero1","Melted_hero",0.00479,1.34416321036667,"Glucose 1 phosphate","C6H13O9P","no","no"
"527","StaB1","SW_Station B1",0.0296,3.53316924234,"Glucose 1 phosphate","C6H13O9P","no","no"
"528","StaB2","SW_Station B2",0.0188666666666667,3.01257189273333,"Glucose 1 phosphate","C6H13O9P","no","no"
"529","StaB3","SW_Station B3",0.0189333333333333,2.55934740726667,"Glucose 1 phosphate","C6H13O9P","no","no"
"530","StaB4","SW_Station B4",0.0208333333333333,3.64243740004,"Glucose 1 phosphate","C6H13O9P","no","no"
"531","StaB5","SW_Station B5",0.01838,3.12584895483333,"Glucose 1 phosphate","C6H13O9P","no","no"
"532","20ppt3C","Exp_Melted",0.0378666666666667,2.48661013953333,"Glucose 6 phosphate","C6H13O9P","no","no"
"533","35ppt0C","Exp_Ambient",0.0506996666666667,4.03353305183333,"Glucose 6 phosphate","C6H13O9P","no","no"
"534","50ppt-3C","Exp_Frozen",0.0183666666666667,3.98563384757333,"Glucose 6 phosphate","C6H13O9P","no","no"
"535","Hero1","Melted_hero",0.00736333333333333,1.34416321036667,"Glucose 6 phosphate","C6H13O9P","no","no"
"536","StaB1","SW_Station B1",0.0287934,3.53316924234,"Glucose 6 phosphate","C6H13O9P","no","no"
"537","StaB2","SW_Station B2",0.0351333333333333,3.01257189273333,"Glucose 6 phosphate","C6H13O9P","no","no"
"538","StaB3","SW_Station B3",0.0223543333333333,2.55934740726667,"Glucose 6 phosphate","C6H13O9P","no","no"
"539","StaB4","SW_Station B4",0.0288851666666667,3.64243740004,"Glucose 6 phosphate","C6H13O9P","no","no"
"540","StaB5","SW_Station B5",0.0200166,3.12584895483333,"Glucose 6 phosphate","C6H13O9P","no","no"
"541","20ppt3C","Exp_Melted",0.275209433333333,2.48661013953333,"Glucosylglycerol","C9H18O8","no","no"
"542","35ppt0C","Exp_Ambient",0.4823939,4.03353305183333,"Glucosylglycerol","C9H18O8","no","no"
"543","50ppt-3C","Exp_Frozen",0.1555939,3.98563384757333,"Glucosylglycerol","C9H18O8","no","no"
"544","Hero1","Melted_hero",0.0750666666666667,1.34416321036667,"Glucosylglycerol","C9H18O8","no","no"
"545","StaB1","SW_Station B1",0.29274732,3.53316924234,"Glucosylglycerol","C9H18O8","no","no"
"546","StaB2","SW_Station B2",0.246302333333333,3.01257189273333,"Glucosylglycerol","C9H18O8","no","no"
"547","StaB3","SW_Station B3",0.269219733333333,2.55934740726667,"Glucosylglycerol","C9H18O8","no","no"
"548","StaB4","SW_Station B4",0.3780926,3.64243740004,"Glucosylglycerol","C9H18O8","no","no"
"549","StaB5","SW_Station B5",0.5825978,3.12584895483333,"Glucosylglycerol","C9H18O8","no","no"
"550","20ppt3C","Exp_Melted",0.0836576333333333,2.48661013953333,"Glutamic acid †","C5H9NO4","yes","no"
"551","35ppt0C","Exp_Ambient",0.233556433333333,4.03353305183333,"Glutamic acid †","C5H9NO4","yes","no"
"552","50ppt-3C","Exp_Frozen",0.239365566666667,3.98563384757333,"Glutamic acid †","C5H9NO4","yes","no"
"553","Hero1","Melted_hero",0.0842480666666667,1.34416321036667,"Glutamic acid †","C5H9NO4","yes","no"
"554","StaB1","SW_Station B1",0.27151446,3.53316924234,"Glutamic acid †","C5H9NO4","yes","no"
"555","StaB2","SW_Station B2",0.282951066666667,3.01257189273333,"Glutamic acid †","C5H9NO4","yes","no"
"556","StaB3","SW_Station B3",0.223927266666667,2.55934740726667,"Glutamic acid †","C5H9NO4","yes","no"
"557","StaB4","SW_Station B4",0.3828173,3.64243740004,"Glutamic acid †","C5H9NO4","yes","no"
"558","StaB5","SW_Station B5",0.2402308,3.12584895483333,"Glutamic acid †","C5H9NO4","yes","no"
"559","20ppt3C","Exp_Melted",0.255791866666667,2.48661013953333,"Glutamine †","C5H10N2O3","yes","no"
"560","35ppt0C","Exp_Ambient",0.4002545,4.03353305183333,"Glutamine †","C5H10N2O3","yes","no"
"561","50ppt-3C","Exp_Frozen",0.589584633333333,3.98563384757333,"Glutamine †","C5H10N2O3","yes","no"
"562","Hero1","Melted_hero",0.0502,1.34416321036667,"Glutamine †","C5H10N2O3","yes","no"
"563","StaB1","SW_Station B1",0.23302396,3.53316924234,"Glutamine †","C5H10N2O3","yes","no"
"564","StaB2","SW_Station B2",0.186943233333333,3.01257189273333,"Glutamine †","C5H10N2O3","yes","no"
"565","StaB3","SW_Station B3",0.1395195,2.55934740726667,"Glutamine †","C5H10N2O3","yes","no"
"566","StaB4","SW_Station B4",0.237957366666667,3.64243740004,"Glutamine †","C5H10N2O3","yes","no"
"567","StaB5","SW_Station B5",0.163927533333333,3.12584895483333,"Glutamine †","C5H10N2O3","yes","no"
"568","20ppt3C","Exp_Melted",0.000470366666666667,2.48661013953333,"Glutathione †*","C10H17N3O6S","yes","yes"
"569","35ppt0C","Exp_Ambient",0.000364997666666667,4.03353305183333,"Glutathione †*","C10H17N3O6S","yes","yes"
"570","50ppt-3C","Exp_Frozen",2.30666666666667e-06,3.98563384757333,"Glutathione †*","C10H17N3O6S","yes","yes"
"571","Hero1","Melted_hero",6.1e-06,1.34416321036667,"Glutathione †*","C10H17N3O6S","yes","yes"
"572","StaB1","SW_Station B1",3.27e-06,3.53316924234,"Glutathione †*","C10H17N3O6S","yes","yes"
"573","StaB2","SW_Station B2",1.7e-06,3.01257189273333,"Glutathione †*","C10H17N3O6S","yes","yes"
"574","StaB3","SW_Station B3",0.000536666666666667,2.55934740726667,"Glutathione †*","C10H17N3O6S","yes","yes"
"575","StaB4","SW_Station B4",0.000807,3.64243740004,"Glutathione †*","C10H17N3O6S","yes","yes"
"576","StaB5","SW_Station B5",7.45666666666667e-05,3.12584895483333,"Glutathione †*","C10H17N3O6S","yes","yes"
"577","20ppt3C","Exp_Melted",0.0125133333333333,2.48661013953333,"GSSG †*","C20H32N6O12S2","yes","yes"
"578","35ppt0C","Exp_Ambient",0.0366333333333333,4.03353305183333,"GSSG †*","C20H32N6O12S2","yes","yes"
"579","50ppt-3C","Exp_Frozen",0.0106066666666667,3.98563384757333,"GSSG †*","C20H32N6O12S2","yes","yes"
"580","Hero1","Melted_hero",0.00182807666666667,1.34416321036667,"GSSG †*","C20H32N6O12S2","yes","yes"
"581","StaB1","SW_Station B1",0.016768,3.53316924234,"GSSG †*","C20H32N6O12S2","yes","yes"
"582","StaB2","SW_Station B2",0.0208666666666667,3.01257189273333,"GSSG †*","C20H32N6O12S2","yes","yes"
"583","StaB3","SW_Station B3",0.0166333333333333,2.55934740726667,"GSSG †*","C20H32N6O12S2","yes","yes"
"584","StaB4","SW_Station B4",0.0340745333333333,3.64243740004,"GSSG †*","C20H32N6O12S2","yes","yes"
"585","StaB5","SW_Station B5",0.0159060666666667,3.12584895483333,"GSSG †*","C20H32N6O12S2","yes","yes"
"586","20ppt3C","Exp_Melted",0.003041,2.48661013953333,"G3-phosphate","C3H9O6P","no","no"
"587","35ppt0C","Exp_Ambient",0.0234666666666667,4.03353305183333,"G3-phosphate","C3H9O6P","no","no"
"588","50ppt-3C","Exp_Frozen",0.0464666666666667,3.98563384757333,"G3-phosphate","C3H9O6P","no","no"
"589","Hero1","Melted_hero",0.00738333333333333,1.34416321036667,"G3-phosphate","C3H9O6P","no","no"
"590","StaB1","SW_Station B1",0.05994,3.53316924234,"G3-phosphate","C3H9O6P","no","no"
"591","StaB2","SW_Station B2",0.0512333333333333,3.01257189273333,"G3-phosphate","C3H9O6P","no","no"
"592","StaB3","SW_Station B3",0.0446026666666667,2.55934740726667,"G3-phosphate","C3H9O6P","no","no"
"593","StaB4","SW_Station B4",0.048717,3.64243740004,"G3-phosphate","C3H9O6P","no","no"
"594","StaB5","SW_Station B5",0.0391553333333333,3.12584895483333,"G3-phosphate","C3H9O6P","no","no"
"595","20ppt3C","Exp_Melted",0.0974575,2.48661013953333,"GPP †","C8H21NO6P","yes","no"
"596","35ppt0C","Exp_Ambient",0.1388957,4.03353305183333,"GPP †","C8H21NO6P","yes","no"
"597","50ppt-3C","Exp_Frozen",0.0633666666666667,3.98563384757333,"GPP †","C8H21NO6P","yes","no"
"598","Hero1","Melted_hero",0.00768333333333333,1.34416321036667,"GPP †","C8H21NO6P","yes","no"
"599","StaB1","SW_Station B1",0.1344857,3.53316924234,"GPP †","C8H21NO6P","yes","no"
"600","StaB2","SW_Station B2",0.123975133333333,3.01257189273333,"GPP †","C8H21NO6P","yes","no"
"601","StaB3","SW_Station B3",0.125327,2.55934740726667,"GPP †","C8H21NO6P","yes","no"
"602","StaB4","SW_Station B4",0.1525034,3.64243740004,"GPP †","C8H21NO6P","yes","no"
"603","StaB5","SW_Station B5",0.1385022,3.12584895483333,"GPP †","C8H21NO6P","yes","no"
"604","20ppt3C","Exp_Melted",0.00290333333333333,2.48661013953333,"Glycine †","C2H5NO2","yes","no"
"605","35ppt0C","Exp_Ambient",0.00738,4.03353305183333,"Glycine †","C2H5NO2","yes","no"
"606","50ppt-3C","Exp_Frozen",0.00930333333333333,3.98563384757333,"Glycine †","C2H5NO2","yes","no"
"607","Hero1","Melted_hero",0.01009,1.34416321036667,"Glycine †","C2H5NO2","yes","no"
"608","StaB1","SW_Station B1",0.006826,3.53316924234,"Glycine †","C2H5NO2","yes","no"
"609","StaB2","SW_Station B2",0.00445333333333333,3.01257189273333,"Glycine †","C2H5NO2","yes","no"
"610","StaB3","SW_Station B3",0.00383333333333333,2.55934740726667,"Glycine †","C2H5NO2","yes","no"
"611","StaB4","SW_Station B4",0.00505,3.64243740004,"Glycine †","C2H5NO2","yes","no"
"612","StaB5","SW_Station B5",0.00491666666666667,3.12584895483333,"Glycine †","C2H5NO2","yes","no"
"613","20ppt3C","Exp_Melted",0.0040171,2.48661013953333,"GMP †","C10H14N5O8P","yes","no"
"614","35ppt0C","Exp_Ambient",0.0138666666666667,4.03353305183333,"GMP †","C10H14N5O8P","yes","no"
"615","50ppt-3C","Exp_Frozen",0.00707,3.98563384757333,"GMP †","C10H14N5O8P","yes","no"
"616","Hero1","Melted_hero",0.00476666666666667,1.34416321036667,"GMP †","C10H14N5O8P","yes","no"
"617","StaB1","SW_Station B1",0.011846,3.53316924234,"GMP †","C10H14N5O8P","yes","no"
"618","StaB2","SW_Station B2",0.0104533333333333,3.01257189273333,"GMP †","C10H14N5O8P","yes","no"
"619","StaB3","SW_Station B3",0.00774,2.55934740726667,"GMP †","C10H14N5O8P","yes","no"
"620","StaB4","SW_Station B4",0.00959,3.64243740004,"GMP †","C10H14N5O8P","yes","no"
"621","StaB5","SW_Station B5",0.00678333333333333,3.12584895483333,"GMP †","C10H14N5O8P","yes","no"
"622","20ppt3C","Exp_Melted",0.00759333333333333,2.48661013953333,"Gonyol *","C7H14O3S","no","yes"
"623","35ppt0C","Exp_Ambient",0.0109233333333333,4.03353305183333,"Gonyol *","C7H14O3S","no","yes"
"624","50ppt-3C","Exp_Frozen",0.00792333333333333,3.98563384757333,"Gonyol *","C7H14O3S","no","yes"
"625","Hero1","Melted_hero",0.0662666666666667,1.34416321036667,"Gonyol *","C7H14O3S","no","yes"
"626","StaB1","SW_Station B1",0.04762,3.53316924234,"Gonyol *","C7H14O3S","no","yes"
"627","StaB2","SW_Station B2",0.0190666666666667,3.01257189273333,"Gonyol *","C7H14O3S","no","yes"
"628","StaB3","SW_Station B3",0.0120333333333333,2.55934740726667,"Gonyol *","C7H14O3S","no","yes"
"629","StaB4","SW_Station B4",0.01313,3.64243740004,"Gonyol *","C7H14O3S","no","yes"
"630","StaB5","SW_Station B5",0.0131,3.12584895483333,"Gonyol *","C7H14O3S","no","yes"
"631","20ppt3C","Exp_Melted",0.00169333333333333,2.48661013953333,"Guanine †","C5H5N5O","yes","no"
"632","35ppt0C","Exp_Ambient",0.00329666666666667,4.03353305183333,"Guanine †","C5H5N5O","yes","no"
"633","50ppt-3C","Exp_Frozen",0.00449,3.98563384757333,"Guanine †","C5H5N5O","yes","no"
"634","Hero1","Melted_hero",0.0149,1.34416321036667,"Guanine †","C5H5N5O","yes","no"
"635","StaB1","SW_Station B1",0.02526,3.53316924234,"Guanine †","C5H5N5O","yes","no"
"636","StaB2","SW_Station B2",0.0129366666666667,3.01257189273333,"Guanine †","C5H5N5O","yes","no"
"637","StaB3","SW_Station B3",0.00596,2.55934740726667,"Guanine †","C5H5N5O","yes","no"
"638","StaB4","SW_Station B4",0.00550333333333333,3.64243740004,"Guanine †","C5H5N5O","yes","no"
"639","StaB5","SW_Station B5",0.00644333333333333,3.12584895483333,"Guanine †","C5H5N5O","yes","no"
"640","20ppt3C","Exp_Melted",0.00675333333333333,2.48661013953333,"Guanosine †","C10H13N5O5","yes","no"
"641","35ppt0C","Exp_Ambient",0.00324333333333333,4.03353305183333,"Guanosine †","C10H13N5O5","yes","no"
"642","50ppt-3C","Exp_Frozen",0.0071,3.98563384757333,"Guanosine †","C10H13N5O5","yes","no"
"643","Hero1","Melted_hero",0.00299,1.34416321036667,"Guanosine †","C10H13N5O5","yes","no"
"644","StaB1","SW_Station B1",0.005066,3.53316924234,"Guanosine †","C10H13N5O5","yes","no"
"645","StaB2","SW_Station B2",0.00321333333333333,3.01257189273333,"Guanosine †","C10H13N5O5","yes","no"
"646","StaB3","SW_Station B3",0.00361,2.55934740726667,"Guanosine †","C10H13N5O5","yes","no"
"647","StaB4","SW_Station B4",0.00334666666666667,3.64243740004,"Guanosine †","C10H13N5O5","yes","no"
"648","StaB5","SW_Station B5",0.00670666666666667,3.12584895483333,"Guanosine †","C10H13N5O5","yes","no"
"649","20ppt3C","Exp_Melted",0.00777666666666667,2.48661013953333,"Histidine †","C6H9N3O2","yes","no"
"650","35ppt0C","Exp_Ambient",0.0105433333333333,4.03353305183333,"Histidine †","C6H9N3O2","yes","no"
"651","50ppt-3C","Exp_Frozen",0.00678333333333333,3.98563384757333,"Histidine †","C6H9N3O2","yes","no"
"652","Hero1","Melted_hero",0.0075,1.34416321036667,"Histidine †","C6H9N3O2","yes","no"
"653","StaB1","SW_Station B1",0.011968,3.53316924234,"Histidine †","C6H9N3O2","yes","no"
"654","StaB2","SW_Station B2",0.00571,3.01257189273333,"Histidine †","C6H9N3O2","yes","no"
"655","StaB3","SW_Station B3",0.00490666666666667,2.55934740726667,"Histidine †","C6H9N3O2","yes","no"
"656","StaB4","SW_Station B4",0.00608333333333333,3.64243740004,"Histidine †","C6H9N3O2","yes","no"
"657","StaB5","SW_Station B5",0.00446,3.12584895483333,"Histidine †","C6H9N3O2","yes","no"
"658","20ppt3C","Exp_Melted",0.01021,2.48661013953333,"Homarine †","C7H7NO2","yes","no"
"659","35ppt0C","Exp_Ambient",0.0339333333333333,4.03353305183333,"Homarine †","C7H7NO2","yes","no"
"660","50ppt-3C","Exp_Frozen",0.0728,3.98563384757333,"Homarine †","C7H7NO2","yes","no"
"661","Hero1","Melted_hero",0.01401,1.34416321036667,"Homarine †","C7H7NO2","yes","no"
"662","StaB1","SW_Station B1",0.05878,3.53316924234,"Homarine †","C7H7NO2","yes","no"
"663","StaB2","SW_Station B2",0.0374666666666667,3.01257189273333,"Homarine †","C7H7NO2","yes","no"
"664","StaB3","SW_Station B3",0.0282333333333333,2.55934740726667,"Homarine †","C7H7NO2","yes","no"
"665","StaB4","SW_Station B4",0.0344,3.64243740004,"Homarine †","C7H7NO2","yes","no"
"666","StaB5","SW_Station B5",0.0299,3.12584895483333,"Homarine †","C7H7NO2","yes","no"
"667","20ppt3C","Exp_Melted",0.0132666666666667,2.48661013953333,"Homoserine †","C4H9NO3","yes","no"
"668","35ppt0C","Exp_Ambient",0.0435333333333333,4.03353305183333,"Homoserine †","C4H9NO3","yes","no"
"669","50ppt-3C","Exp_Frozen",0.0583,3.98563384757333,"Homoserine †","C4H9NO3","yes","no"
"670","Hero1","Melted_hero",0.0110466666666667,1.34416321036667,"Homoserine †","C4H9NO3","yes","no"
"671","StaB1","SW_Station B1",0.05038,3.53316924234,"Homoserine †","C4H9NO3","yes","no"
"672","StaB2","SW_Station B2",0.0372666666666667,3.01257189273333,"Homoserine †","C4H9NO3","yes","no"
"673","StaB3","SW_Station B3",0.0378333333333333,2.55934740726667,"Homoserine †","C4H9NO3","yes","no"
"674","StaB4","SW_Station B4",0.0524666666666667,3.64243740004,"Homoserine †","C4H9NO3","yes","no"
"675","StaB5","SW_Station B5",0.0411,3.12584895483333,"Homoserine †","C4H9NO3","yes","no"
"676","20ppt3C","Exp_Melted",0.000298333333333333,2.48661013953333,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"677","35ppt0C","Exp_Ambient",0.000274666666666667,4.03353305183333,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"678","50ppt-3C","Exp_Frozen",0.000375333333333333,3.98563384757333,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"679","Hero1","Melted_hero",7.03666666666667e-06,1.34416321036667,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"680","StaB1","SW_Station B1",3.772e-06,3.53316924234,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"681","StaB2","SW_Station B2",1.96e-06,3.01257189273333,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"682","StaB3","SW_Station B3",1.65666666666667e-06,2.55934740726667,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"683","StaB4","SW_Station B4",3.97e-06,3.64243740004,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"684","StaB5","SW_Station B5",3.79333333333333e-06,3.12584895483333,"Hydroxo B12 †","C62H89CoN13O15P","yes","no"
"685","20ppt3C","Exp_Melted",0.0125666666666667,2.48661013953333,"Hypotaurine †*","C2H7NO2S","yes","yes"
"686","35ppt0C","Exp_Ambient",0.0308333333333333,4.03353305183333,"Hypotaurine †*","C2H7NO2S","yes","yes"
"687","50ppt-3C","Exp_Frozen",0.131394133333333,3.98563384757333,"Hypotaurine †*","C2H7NO2S","yes","yes"
"688","Hero1","Melted_hero",0.0349666666666667,1.34416321036667,"Hypotaurine †*","C2H7NO2S","yes","yes"
"689","StaB1","SW_Station B1",0.11332416,3.53316924234,"Hypotaurine †*","C2H7NO2S","yes","yes"
"690","StaB2","SW_Station B2",0.0378666666666667,3.01257189273333,"Hypotaurine †*","C2H7NO2S","yes","yes"
"691","StaB3","SW_Station B3",0.0298,2.55934740726667,"Hypotaurine †*","C2H7NO2S","yes","yes"
"692","StaB4","SW_Station B4",0.0474,3.64243740004,"Hypotaurine †*","C2H7NO2S","yes","yes"
"693","StaB5","SW_Station B5",0.0681666666666667,3.12584895483333,"Hypotaurine †*","C2H7NO2S","yes","yes"
"694","20ppt3C","Exp_Melted",0.00598666666666667,2.48661013953333,"Hypoxanthine †","C5H4N4O","yes","no"
"695","35ppt0C","Exp_Ambient",0.00355666666666667,4.03353305183333,"Hypoxanthine †","C5H4N4O","yes","no"
"696","50ppt-3C","Exp_Frozen",0.00311333333333333,3.98563384757333,"Hypoxanthine †","C5H4N4O","yes","no"
"697","Hero1","Melted_hero",0.00459,1.34416321036667,"Hypoxanthine †","C5H4N4O","yes","no"
"698","StaB1","SW_Station B1",0.006828,3.53316924234,"Hypoxanthine †","C5H4N4O","yes","no"
"699","StaB2","SW_Station B2",0.00236,3.01257189273333,"Hypoxanthine †","C5H4N4O","yes","no"
"700","StaB3","SW_Station B3",0.00276666666666667,2.55934740726667,"Hypoxanthine †","C5H4N4O","yes","no"
"701","StaB4","SW_Station B4",0.00297,3.64243740004,"Hypoxanthine †","C5H4N4O","yes","no"
"702","StaB5","SW_Station B5",0.00587666666666667,3.12584895483333,"Hypoxanthine †","C5H4N4O","yes","no"
"703","20ppt3C","Exp_Melted",0.000177666666666667,2.48661013953333,"IAA †","C10H9NO2","yes","no"
"704","35ppt0C","Exp_Ambient",0.000458666666666667,4.03353305183333,"IAA †","C10H9NO2","yes","no"
"705","50ppt-3C","Exp_Frozen",8.09333333333333e-05,3.98563384757333,"IAA †","C10H9NO2","yes","no"
"706","Hero1","Melted_hero",0.000397666666666667,1.34416321036667,"IAA †","C10H9NO2","yes","no"
"707","StaB1","SW_Station B1",0.0002902,3.53316924234,"IAA †","C10H9NO2","yes","no"
"708","StaB2","SW_Station B2",0.000102133333333333,3.01257189273333,"IAA †","C10H9NO2","yes","no"
"709","StaB3","SW_Station B3",0.000121,2.55934740726667,"IAA †","C10H9NO2","yes","no"
"710","StaB4","SW_Station B4",0.000115766666666667,3.64243740004,"IAA †","C10H9NO2","yes","no"
"711","StaB5","SW_Station B5",0.000343666666666667,3.12584895483333,"IAA †","C10H9NO2","yes","no"
"712","20ppt3C","Exp_Melted",2.84333333333333e-06,2.48661013953333,"Indole 3 acetamide †","C10H10N2O","yes","no"
"713","35ppt0C","Exp_Ambient",6.10666666666667e-06,4.03353305183333,"Indole 3 acetamide †","C10H10N2O","yes","no"
"714","50ppt-3C","Exp_Frozen",6.83333333333333e-09,3.98563384757333,"Indole 3 acetamide †","C10H10N2O","yes","no"
"715","Hero1","Melted_hero",1.98666666666667e-06,1.34416321036667,"Indole 3 acetamide †","C10H10N2O","yes","no"
"716","StaB1","SW_Station B1",3.408e-06,3.53316924234,"Indole 3 acetamide †","C10H10N2O","yes","no"
"717","StaB2","SW_Station B2",2.52e-06,3.01257189273333,"Indole 3 acetamide †","C10H10N2O","yes","no"
"718","StaB3","SW_Station B3",1.87666666666667e-06,2.55934740726667,"Indole 3 acetamide †","C10H10N2O","yes","no"
"719","StaB4","SW_Station B4",2.13e-06,3.64243740004,"Indole 3 acetamide †","C10H10N2O","yes","no"
"720","StaB5","SW_Station B5",5.00666666666667e-06,3.12584895483333,"Indole 3 acetamide †","C10H10N2O","yes","no"
"721","20ppt3C","Exp_Melted",6.78e-06,2.48661013953333,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"722","35ppt0C","Exp_Ambient",1.122e-05,4.03353305183333,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"723","50ppt-3C","Exp_Frozen",1.60666666666667e-06,3.98563384757333,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"724","Hero1","Melted_hero",1.54e-05,1.34416321036667,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"725","StaB1","SW_Station B1",8.23e-06,3.53316924234,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"726","StaB2","SW_Station B2",4.27666666666667e-06,3.01257189273333,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"727","StaB3","SW_Station B3",8.96e-06,2.55934740726667,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"728","StaB4","SW_Station B4",2.00333333333333e-06,3.64243740004,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"729","StaB5","SW_Station B5",8.62333333333333e-06,3.12584895483333,"Indole-3-methyl acetate †","C11H11NO2","yes","no"
"730","20ppt3C","Exp_Melted",0.00649333333333333,2.48661013953333,"Inosine †","C10H12N4O5","yes","no"
"731","35ppt0C","Exp_Ambient",0.00814333333333333,4.03353305183333,"Inosine †","C10H12N4O5","yes","no"
"732","50ppt-3C","Exp_Frozen",0.01212,3.98563384757333,"Inosine †","C10H12N4O5","yes","no"
"733","Hero1","Melted_hero",0.001416,1.34416321036667,"Inosine †","C10H12N4O5","yes","no"
"734","StaB1","SW_Station B1",0.014884,3.53316924234,"Inosine †","C10H12N4O5","yes","no"
"735","StaB2","SW_Station B2",0.0119,3.01257189273333,"Inosine †","C10H12N4O5","yes","no"
"736","StaB3","SW_Station B3",0.0166,2.55934740726667,"Inosine †","C10H12N4O5","yes","no"
"737","StaB4","SW_Station B4",0.0178333333333333,3.64243740004,"Inosine †","C10H12N4O5","yes","no"
"738","StaB5","SW_Station B5",0.0266,3.12584895483333,"Inosine †","C10H12N4O5","yes","no"
"739","20ppt3C","Exp_Melted",0.0949,2.48661013953333,"Isethionic acid *","C2H6O4S","no","yes"
