"","SampID","Identification","CultureID_short","Sample_type","nmolCave","total_mmol"
"252","20ppt3C_B","Threonic acid","20ppt3C","Exp_Melted",30.96722974,2817.90629494
"253","20ppt3C_B","Threonine","20ppt3C","Exp_Melted",45.7217331,2817.90629494
"254","20ppt3C_B","trans Hydroxyl proline","20ppt3C","Exp_Melted",0.948376256,2817.90629494
"255","20ppt3C_B","Trigonelline","20ppt3C","Exp_Melted",6.047048774,2817.90629494
"256","20ppt3C_B","Trimethyl-L-lysine","20ppt3C","Exp_Melted",0.266085617,2817.90629494
"257","20ppt3C_B","Trimethylamine N-oxide","20ppt3C","Exp_Melted",0.736228095,2817.90629494
"258","20ppt3C_B","Trimethylammonium Propionate (TMAP)","20ppt3C","Exp_Melted",4.542181962,2817.90629494
"259","20ppt3C_B","Tryptophan","20ppt3C","Exp_Melted",8.92349932,2817.90629494
"260","20ppt3C_B","Turicine","20ppt3C","Exp_Melted",0.016112529,2817.90629494
"261","20ppt3C_B","Tyrosine","20ppt3C","Exp_Melted",27.60528164,2817.90629494
"262","20ppt3C_B","UDP-glucosamine","20ppt3C","Exp_Melted",8.798149755,2817.90629494
"263","20ppt3C_B","UDP-glucose","20ppt3C","Exp_Melted",6.838935309,2817.90629494
"264","20ppt3C_B","Uridine","20ppt3C","Exp_Melted",15.11363725,2817.90629494
"265","20ppt3C_B","Vitamin B1","20ppt3C","Exp_Melted",0.794351556,2817.90629494
"266","20ppt3C_B","Vitamin B2","20ppt3C","Exp_Melted",0.082232243,2817.90629494
"267","20ppt3C_B","Vitamin B3","20ppt3C","Exp_Melted",9.471506101,2817.90629494
"268","20ppt3C_B","Vitamin B5","20ppt3C","Exp_Melted",0.059698242,2817.90629494
"269","20ppt3C_B","Vitamin B6","20ppt3C","Exp_Melted",0.008222202,2817.90629494
"270","20ppt3C_B","Xanthine","20ppt3C","Exp_Melted",3.617976832,2817.90629494
"271","20ppt3C_C","(3-Carboxypropyl)trimethylammonium (TMAB)","20ppt3C","Exp_Melted",0.247110117,3004.011787386
"272","20ppt3C_C","3OC12-HSL","20ppt3C","Exp_Melted",0.022971965,3004.011787386
"273","20ppt3C_C","3OC8-HSL","20ppt3C","Exp_Melted",0.026611879,3004.011787386
"274","20ppt3C_C","3OHC12-HSL","20ppt3C","Exp_Melted",0.007074364,3004.011787386
"275","20ppt3C_C","4-Hydroxyisoleucine","20ppt3C","Exp_Melted",0.716293259,3004.011787386
"276","20ppt3C_C","6-Methyladenine","20ppt3C","Exp_Melted",0.004555509,3004.011787386
"277","20ppt3C_C","7-dehydrocholesterol","20ppt3C","Exp_Melted",0.000159,3004.011787386
"278","20ppt3C_C","Acetyl-L-carnitine","20ppt3C","Exp_Melted",2.039795249,3004.011787386
"279","20ppt3C_C","Acetylglutamic acid","20ppt3C","Exp_Melted",0.080787972,3004.011787386
"280","20ppt3C_C","Aconitic Acid","20ppt3C","Exp_Melted",0.196573,3004.011787386
"281","20ppt3C_C","Adenine","20ppt3C","Exp_Melted",1.167857719,3004.011787386
"282","20ppt3C_C","Adenosine","20ppt3C","Exp_Melted",13.55679191,3004.011787386
"283","20ppt3C_C","Adenosyl Homocysteine","20ppt3C","Exp_Melted",1.67918739,3004.011787386
