"","SampleID","variable","value","variable2"
"267","B14","Bacteroidetes_1111",0.0138352926119511,"Flavobacteriia"
"268","B21","Bacteroidetes_1111",0.0115540672141756,"Flavobacteriia"
"269","B22","Bacteroidetes_1111",0.0149073577873428,"Flavobacteriia"
"270","B23","Bacteroidetes_1111",0.0220620758373776,"Flavobacteriia"
"271","B51","Bacteroidetes_1111",0.0110107564563693,"Flavobacteriia"
"272","B52","Bacteroidetes_1111",0.00986289378492129,"Flavobacteriia"
"273","B53","Bacteroidetes_1111",0.0114233862001191,"Flavobacteriia"
"274","Barrow_Blank1","Bacteroidetes_1111",0.00296356966468587,"Flavobacteriia"
"275","Barrow_Blank2","Bacteroidetes_1111",0,"Flavobacteriia"
"276","Barrow_S1IC4","Bacteroidetes_1111",0.000965790633698113,"Flavobacteriia"
"277","Barrow_S1IC5","Bacteroidetes_1111",0.00507218184869155,"Flavobacteriia"
"278","Barrow_S1IC6","Bacteroidetes_1111",0.00866739502288851,"Flavobacteriia"
"279","Barrow_S2C1D","Bacteroidetes_1111",0.00862315495783826,"Flavobacteriia"
"280","Barrow_S2C2","Bacteroidetes_1111",0.00558324323260065,"Flavobacteriia"
"281","Barrow_S2C3","Bacteroidetes_1111",0.00335966060219855,"Flavobacteriia"
"282","mock_1","Bacteroidetes_1111",0,"Flavobacteriia"
"283","mock_2","Bacteroidetes_1111",0,"Flavobacteriia"
"284","mock_3","Bacteroidetes_1111",0,"Flavobacteriia"
"285","mock_4","Bacteroidetes_1111",0,"Flavobacteriia"
"286","B31","Bacteroidetes_1124",0.143061362240076,"Flavobacteriia"
"287","B32","Bacteroidetes_1124",0.126800613773611,"Flavobacteriia"
"288","B33","Bacteroidetes_1124",0.149145830308701,"Flavobacteriia"
"289","B41","Bacteroidetes_1124",0.167593456635363,"Flavobacteriia"
"290","B42","Bacteroidetes_1124",0.173090803803864,"Flavobacteriia"
"291","B43","Bacteroidetes_1124",0.185359133667901,"Flavobacteriia"
"292","blank771","Bacteroidetes_1124",0.146558006089696,"Flavobacteriia"
"293","blank772","Bacteroidetes_1124",0,"Flavobacteriia"
"294","blankdry1","Bacteroidetes_1124",0,"Flavobacteriia"
"295","blankdry2","Bacteroidetes_1124",0,"Flavobacteriia"
"296","blankFiltSW1","Bacteroidetes_1124",0,"Flavobacteriia"
"297","blankFiltSW2","Bacteroidetes_1124",0,"Flavobacteriia"
"298","blankMQ191118","Bacteroidetes_1124",0.178629245373294,"Flavobacteriia"
"299","Carboy1","Bacteroidetes_1124",0.39200113610491,"Flavobacteriia"
"300","Carboy2","Bacteroidetes_1124",0.434052037433036,"Flavobacteriia"
"301","Carboy3","Bacteroidetes_1124",0.288278527992522,"Flavobacteriia"
"302","Carboy4","Bacteroidetes_1124",0.275332619171733,"Flavobacteriia"
"303","Carboy5","Bacteroidetes_1124",0.33190741447839,"Flavobacteriia"
"304","Carboy6","Bacteroidetes_1124",0.402856438057208,"Flavobacteriia"
"305","Carboy7","Bacteroidetes_1124",0.573707465053366,"Flavobacteriia"
"306","Carboy8","Bacteroidetes_1124",0.386216337371366,"Flavobacteriia"
"307","Carboy9","Bacteroidetes_1124",0.481514073248109,"Flavobacteriia"
"308","core_1","Bacteroidetes_1124",0.279453983616837,"Flavobacteriia"
"309","core_2","Bacteroidetes_1124",0.20024820839807,"Flavobacteriia"
"310","core_3","Bacteroidetes_1124",0.163829856983732,"Flavobacteriia"
"311","core_4","Bacteroidetes_1124",0.174777350362917,"Flavobacteriia"
"312","core_6","Bacteroidetes_1124",0.174295621097449,"Flavobacteriia"
"313","CTDSW","Bacteroidetes_1124",0.041790572750918,"Flavobacteriia"
"314","dockslush_1","Bacteroidetes_1124",0.103535072039413,"Flavobacteriia"
"315","dockslush_2","Bacteroidetes_1124",0.22601713841758,"Flavobacteriia"
"316","dockslush_3","Bacteroidetes_1124",0.141614724389273,"Flavobacteriia"
"317","Hero11","Bacteroidetes_1124",0.14094874708623,"Flavobacteriia"
"318","Hero12","Bacteroidetes_1124",0.0359904833798692,"Flavobacteriia"
"319","Hero13","Bacteroidetes_1124",0.0674636463924688,"Flavobacteriia"
"320","iceslush","Bacteroidetes_1124",0.104578629103978,"Flavobacteriia"
"321","blankMQ121118","Bacteroidetes_1124",0.210461816440236,"Flavobacteriia"
"322","B12","Bacteroidetes_1124",0.0773018907756459,"Flavobacteriia"
"323","B13","Bacteroidetes_1124",0.0971324731861883,"Flavobacteriia"
"324","B14","Bacteroidetes_1124",0.257422510286183,"Flavobacteriia"
"325","B21","Bacteroidetes_1124",0.0671236285775914,"Flavobacteriia"
"326","B22","Bacteroidetes_1124",0.107059633117353,"Flavobacteriia"
"327","B23","Bacteroidetes_1124",0.0961045362887543,"Flavobacteriia"
"328","B51","Bacteroidetes_1124",0.284641752430759,"Flavobacteriia"
"329","B52","Bacteroidetes_1124",0.265849285732986,"Flavobacteriia"
"330","B53","Bacteroidetes_1124",0.26259800440437,"Flavobacteriia"
