"","SampleID","variable","value"
"2627","dockslush_2","Triparma",0
"2628","B13","Triparma",1
"2629","dockslush_1","Triparma",0
"2630","mock_1","Triparma",0
"2631","core_6","Triparma",3
"2632","mock_2","Triparma",0
"2633","hero_11","Triparma",0
"2634","hero_12","Triparma",0
"2635","Carboy6","Triparma",0
"2636","Carboy5","Triparma",0
"2637","blankMQ191118","Triparma",20
"2638","Barrow_S1IC4","Triparma",56
"2639","iceslush","Triparma",22
"2640","Barrow_S2C2","Triparma",373
"2641","Carboy3","Triparma",0
"2642","B23","Triparma",0
"2643","B33","Triparma",0
"2644","CTDSW","Triparma",0
"2645","Carboy9","Triparma",0
"2646","B43","Triparma",0
"2647","core_1","",132
"2648","B51","",0
"2649","B12","",9
"2650","B11","",18
"2651","core_2","",249
"2652","B52","",8
"2653","dockslush_3","",4
"2654","B14","",91
"2655","blank771","",191
"2656","core_4","",831
"2657","mock_3","",0
"2658","hero_13","",0
"2659","Carboy4","",0
"2660","Carboy7","",0
"2661","Barrow_S2C3","",2525
"2662","Carboy2","",0
"2663","Barrow_S1IC6","",755
"2664","B22","",22
"2665","Barrow_S2C1D","",1542
"2666","Barrow_S1IC5","",1243
"2667","Carboy1","",0
"2668","B21","",6
"2669","B32","",0
"2670","Carboy8","",0
"2671","B31","",0
"2672","B42","",18
"2673","blankMQ121118","",234
"2674","Barrow_blank1","",7576
"2675","B41","",0
"2676","Barrow_blank2","",33369
"2677","blankdry2","",0
"2678","blankFiltSW1","",0
"2679","core_3","",576
"2680","B53","",0
"2681","dockslush_2","",0
"2682","B13","",18
"2683","dockslush_1","",0
"2684","mock_1","",0
"2685","core_6","",500
"2686","mock_2","",0
"2687","hero_11","",3
"2688","hero_12","",0
"2689","Carboy6","",0
"2690","Carboy5","",0
"2691","blankMQ191118","",170
"2692","Barrow_S1IC4","",296
"2693","iceslush","",10
"2694","Barrow_S2C2","",2730
"2695","Carboy3","",0
"2696","B23","",0
"2697","B33","",0
"2698","CTDSW","",8
"2699","Carboy9","",0
"2700","B43","",0
"2701","core_1","Protaspa",412
"2702","B51","Protaspa",0
"2703","B12","Protaspa",894
"2704","B11","Protaspa",1607
"2705","core_2","Protaspa",76
"2706","B52","Protaspa",0
"2707","dockslush_3","Protaspa",16
"2708","B14","Protaspa",68
"2709","blank771","Protaspa",745
"2710","core_4","Protaspa",3417
"2711","mock_3","Protaspa",0
"2712","hero_13","Protaspa",0
"2713","Carboy4","Protaspa",0
"2714","Carboy7","Protaspa",3
"2715","Barrow_S2C3","Protaspa",371
"2716","Carboy2","Protaspa",0
"2717","Barrow_S1IC6","Protaspa",1009
"2718","B22","Protaspa",97
"2719","Barrow_S2C1D","Protaspa",2832
"2720","Barrow_S1IC5","Protaspa",660
"2721","Carboy1","Protaspa",0
"2722","B21","Protaspa",0
"2723","B32","Protaspa",0
"2724","Carboy8","Protaspa",0
"2725","B31","Protaspa",11
"2726","B42","Protaspa",75
"2727","blankMQ121118","Protaspa",698
"2728","Barrow_blank1","Protaspa",0
"2729","B41","Protaspa",0
"2730","Barrow_blank2","Protaspa",0
"2731","blankdry2","Protaspa",0
"2732","blankFiltSW1","Protaspa",0
"2733","core_3","Protaspa",1392
"2734","B53","Protaspa",0
"2735","dockslush_2","Protaspa",0
"2736","B13","Protaspa",1345
"2737","dockslush_1","Protaspa",39
"2738","mock_1","Protaspa",0
"2739","core_6","Protaspa",291
"2740","mock_2","Protaspa",0
"2741","hero_11","Protaspa",20
"2742","hero_12","Protaspa",0
"2743","Carboy6","Protaspa",0
"2744","Carboy5","Protaspa",0
"2745","blankMQ191118","Protaspa",569
"2746","Barrow_S1IC4","Protaspa",470
"2747","iceslush","Protaspa",56
"2748","Barrow_S2C2","Protaspa",235
"2749","Carboy3","Protaspa",0
"2750","B23","Protaspa",56
"2751","B33","Protaspa",3
"2752","CTDSW","Protaspa",0
"2753","Carboy9","Protaspa",0
"2754","B43","Protaspa",0
"2755","core_1","",1
"2756","B51","",0
"2757","B12","",0
"2758","B11","",0
"2759","core_2","",0
"2760","B52","",10
"2761","dockslush_3","",9
"2762","B14","",106
"2763","blank771","",0
"2764","core_4","",0
"2765","mock_3","",0
"2766","hero_13","",0
"2767","Carboy4","",0
"2768","Carboy7","",0
"2769","Barrow_S2C3","",130
"2770","Carboy2","",0
"2771","Barrow_S1IC6","",2486
"2772","B22","",0
"2773","Barrow_S2C1D","",6726
"2774","Barrow_S1IC5","",48
"2775","Carboy1","",0
"2776","B21","",0
"2777","B32","",0
"2778","Carboy8","",1
"2779","B31","",0
"2780","B42","",0
"2781","blankMQ121118","",0
"2782","Barrow_blank1","",0
"2783","B41","",0
"2784","Barrow_blank2","",0
"2785","blankdry2","",0
"2786","blankFiltSW1","",0
"2787","core_3","",555
"2788","B53","",0
"2789","dockslush_2","",0
"2790","B13","",0
"2791","dockslush_1","",0
"2792","mock_1","",0
"2793","core_6","",0
"2794","mock_2","",0
"2795","hero_11","",0
"2796","hero_12","",0
"2797","Carboy6","",0
"2798","Carboy5","",0
"2799","blankMQ191118","",0
"2800","Barrow_S1IC4","",0
"2801","iceslush","",0
"2802","Barrow_S2C2","",184
"2803","Carboy3","",0
"2804","B23","",0
"2805","B33","",0
"2806","CTDSW","",0
"2807","Carboy9","",0
"2808","B43","",0
"2809","core_1","Reckertia",105
"2810","B51","Reckertia",36
"2811","B12","Reckertia",41
"2812","B11","Reckertia",57
"2813","core_2","Reckertia",312
"2814","B52","Reckertia",41
"2815","dockslush_3","Reckertia",62
"2816","B14","Reckertia",101
"2817","blank771","Reckertia",28
"2818","core_4","Reckertia",94
"2819","mock_3","Reckertia",0
"2820","hero_13","Reckertia",0
"2821","Carboy4","Reckertia",50
"2822","Carboy7","Reckertia",54
"2823","Barrow_S2C3","Reckertia",1051
"2824","Carboy2","Reckertia",27
"2825","Barrow_S1IC6","Reckertia",622
"2826","B22","Reckertia",496
"2827","Barrow_S2C1D","Reckertia",1261
"2828","Barrow_S1IC5","Reckertia",990
"2829","Carboy1","Reckertia",29
"2830","B21","Reckertia",20
"2831","B32","Reckertia",38
"2832","Carboy8","Reckertia",59
"2833","B31","Reckertia",52
"2834","B42","Reckertia",32
"2835","blankMQ121118","Reckertia",42
"2836","Barrow_blank1","Reckertia",0
"2837","B41","Reckertia",30
"2838","Barrow_blank2","Reckertia",213
"2839","blankdry2","Reckertia",0
"2840","blankFiltSW1","Reckertia",46
"2841","core_3","Reckertia",6109
"2842","B53","Reckertia",23
"2843","dockslush_2","Reckertia",799
"2844","B13","Reckertia",81
"2845","dockslush_1","Reckertia",50
"2846","mock_1","Reckertia",0
"2847","core_6","Reckertia",36
"2848","mock_2","Reckertia",0
"2849","hero_11","Reckertia",61
"2850","hero_12","Reckertia",0
"2851","Carboy6","Reckertia",31
"2852","Carboy5","Reckertia",61
"2853","blankMQ191118","Reckertia",45
"2854","Barrow_S1IC4","Reckertia",234
"2855","iceslush","Reckertia",0
"2856","Barrow_S2C2","Reckertia",1947
"2857","Carboy3","Reckertia",91
"2858","B23","Reckertia",45
"2859","B33","Reckertia",35
"2860","CTDSW","Reckertia",51
"2861","Carboy9","Reckertia",87
"2862","B43","Reckertia",31
"2863","core_1","",11
"2864","B51","",0
"2865","B12","",0
"2866","B11","",0
"2867","core_2","",0
"2868","B52","",0
"2869","dockslush_3","",0
"2870","B14","",17
"2871","blank771","",0
"2872","core_4","",0
"2873","mock_3","",0
"2874","hero_13","",0
"2875","Carboy4","",0
"2876","Carboy7","",0
"2877","Barrow_S2C3","",713
"2878","Carboy2","",0
"2879","Barrow_S1IC6","",118
"2880","B22","",0
"2881","Barrow_S2C1D","",207
"2882","Barrow_S1IC5","",92
"2883","Carboy1","",0
"2884","B21","",0
"2885","B32","",0
"2886","Carboy8","",0
"2887","B31","",0
"2888","B42","",0
"2889","blankMQ121118","",0
"2890","Barrow_blank1","",0
"2891","B41","",0
"2892","Barrow_blank2","",0
"2893","blankdry2","",0
"2894","blankFiltSW1","",0
"2895","core_3","",43
"2896","B53","",0
"2897","dockslush_2","",0
"2898","B13","",0
"2899","dockslush_1","",0
"2900","mock_1","",0
"2901","core_6","",0
"2902","mock_2","",0
"2903","hero_11","",0
"2904","hero_12","",0
"2905","Carboy6","",0
"2906","Carboy5","",0
"2907","blankMQ191118","",0
"2908","Barrow_S1IC4","",20
"2909","iceslush","",0
"2910","Barrow_S2C2","",594
"2911","Carboy3","",0
"2912","B23","",0
"2913","B33","",0
"2914","CTDSW","",0
"2915","Carboy9","",0
"2916","B43","",0
"2917","core_1","Pseudopirsonia",62
"2918","B51","Pseudopirsonia",0
"2919","B12","Pseudopirsonia",0
"2920","B11","Pseudopirsonia",0
"2921","core_2","Pseudopirsonia",70
"2922","B52","Pseudopirsonia",0
"2923","dockslush_3","Pseudopirsonia",0
"2924","B14","Pseudopirsonia",34
"2925","blank771","Pseudopirsonia",17
"2926","core_4","Pseudopirsonia",3
"2927","mock_3","Pseudopirsonia",0
"2928","hero_13","Pseudopirsonia",0
"2929","Carboy4","Pseudopirsonia",0
"2930","Carboy7","Pseudopirsonia",0
"2931","Barrow_S2C3","Pseudopirsonia",1813
"2932","Carboy2","Pseudopirsonia",0
"2933","Barrow_S1IC6","Pseudopirsonia",1056
"2934","B22","Pseudopirsonia",0
"2935","Barrow_S2C1D","Pseudopirsonia",2751
"2936","Barrow_S1IC5","Pseudopirsonia",390
"2937","Carboy1","Pseudopirsonia",0
"2938","B21","Pseudopirsonia",0
"2939","B32","Pseudopirsonia",0
"2940","Carboy8","Pseudopirsonia",0
"2941","B31","Pseudopirsonia",0
"2942","B42","Pseudopirsonia",0
"2943","blankMQ121118","Pseudopirsonia",14
"2944","Barrow_blank1","Pseudopirsonia",0
"2945","B41","Pseudopirsonia",0
"2946","Barrow_blank2","Pseudopirsonia",0
"2947","blankdry2","Pseudopirsonia",0
"2948","blankFiltSW1","Pseudopirsonia",0
"2949","core_3","Pseudopirsonia",244
"2950","B53","Pseudopirsonia",0
"2951","dockslush_2","Pseudopirsonia",0
"2952","B13","Pseudopirsonia",0
"2953","dockslush_1","Pseudopirsonia",0
"2954","mock_1","Pseudopirsonia",0
"2955","core_6","Pseudopirsonia",0
"2956","mock_2","Pseudopirsonia",0
"2957","hero_11","Pseudopirsonia",0
"2958","hero_12","Pseudopirsonia",0
"2959","Carboy6","Pseudopirsonia",0
"2960","Carboy5","Pseudopirsonia",0
"2961","blankMQ191118","Pseudopirsonia",9
"2962","Barrow_S1IC4","Pseudopirsonia",142
"2963","iceslush","Pseudopirsonia",0
"2964","Barrow_S2C2","Pseudopirsonia",30
"2965","Carboy3","Pseudopirsonia",0
"2966","B23","Pseudopirsonia",0
"2967","B33","Pseudopirsonia",0
"2968","CTDSW","Pseudopirsonia",0
"2969","Carboy9","Pseudopirsonia",0
"2970","B43","Pseudopirsonia",0
"2971","core_1","Pseudopirsonia",1
"2972","B51","Pseudopirsonia",29
"2973","B12","Pseudopirsonia",52
"2974","B11","Pseudopirsonia",80
"2975","core_2","Pseudopirsonia",21
"2976","B52","Pseudopirsonia",21
"2977","dockslush_3","Pseudopirsonia",47
"2978","B14","Pseudopirsonia",62
"2979","blank771","Pseudopirsonia",0
"2980","core_4","Pseudopirsonia",0
"2981","mock_3","Pseudopirsonia",0
"2982","hero_13","Pseudopirsonia",648
"2983","Carboy4","Pseudopirsonia",0
"2984","Carboy7","Pseudopirsonia",20
"2985","Barrow_S2C3","Pseudopirsonia",7
"2986","Carboy2","Pseudopirsonia",0
"2987","Barrow_S1IC6","Pseudopirsonia",34
"2988","B22","Pseudopirsonia",16
"2989","Barrow_S2C1D","Pseudopirsonia",30
"2990","Barrow_S1IC5","Pseudopirsonia",4
"2991","Carboy1","Pseudopirsonia",0
"2992","B21","Pseudopirsonia",63
"2993","B32","Pseudopirsonia",23
"2994","Carboy8","Pseudopirsonia",0
"2995","B31","Pseudopirsonia",40
"2996","B42","Pseudopirsonia",121
"2997","blankMQ121118","Pseudopirsonia",0
"2998","Barrow_blank1","Pseudopirsonia",0
"2999","B41","Pseudopirsonia",124
"3000","Barrow_blank2","Pseudopirsonia",0
"3001","blankdry2","Pseudopirsonia",0
"3002","blankFiltSW1","Pseudopirsonia",0
"3003","core_3","Pseudopirsonia",9
"3004","B53","Pseudopirsonia",29
"3005","dockslush_2","Pseudopirsonia",61
"3006","B13","Pseudopirsonia",56
"3007","dockslush_1","Pseudopirsonia",32
"3008","mock_1","Pseudopirsonia",0
"3009","core_6","Pseudopirsonia",0
"3010","mock_2","Pseudopirsonia",0
"3011","hero_11","Pseudopirsonia",73
"3012","hero_12","Pseudopirsonia",1571
"3013","Carboy6","Pseudopirsonia",0
"3014","Carboy5","Pseudopirsonia",2
"3015","blankMQ191118","Pseudopirsonia",0
"3016","Barrow_S1IC4","Pseudopirsonia",0
"3017","iceslush","Pseudopirsonia",0
"3018","Barrow_S2C2","Pseudopirsonia",1
"3019","Carboy3","Pseudopirsonia",0
"3020","B23","Pseudopirsonia",20
"3021","B33","Pseudopirsonia",24
"3022","CTDSW","Pseudopirsonia",0
"3023","Carboy9","Pseudopirsonia",3
"3024","B43","Pseudopirsonia",140
"3025","core_1","Marimonadida_XX",97
"3026","B51","Marimonadida_XX",67
"3027","B12","Marimonadida_XX",251
"3028","B11","Marimonadida_XX",290
"3029","core_2","Marimonadida_XX",55
"3030","B52","Marimonadida_XX",81
"3031","dockslush_3","Marimonadida_XX",129
"3032","B14","Marimonadida_XX",127
"3033","blank771","Marimonadida_XX",56
"3034","core_4","Marimonadida_XX",349
"3035","mock_3","Marimonadida_XX",0
"3036","hero_13","Marimonadida_XX",341
"3037","Carboy4","Marimonadida_XX",126
"3038","Carboy7","Marimonadida_XX",265
"3039","Barrow_S2C3","Marimonadida_XX",51
"3040","Carboy2","Marimonadida_XX",201
"3041","Barrow_S1IC6","Marimonadida_XX",110
"3042","B22","Marimonadida_XX",114
"3043","Barrow_S2C1D","Marimonadida_XX",153
"3044","Barrow_S1IC5","Marimonadida_XX",78
"3045","Carboy1","Marimonadida_XX",207
"3046","B21","Marimonadida_XX",119
"3047","B32","Marimonadida_XX",84
"3048","Carboy8","Marimonadida_XX",157
"3049","B31","Marimonadida_XX",93
"3050","B42","Marimonadida_XX",96
"3051","blankMQ121118","Marimonadida_XX",45
"3052","Barrow_blank1","Marimonadida_XX",0
"3053","B41","Marimonadida_XX",42
"3054","Barrow_blank2","Marimonadida_XX",0
"3055","blankdry2","Marimonadida_XX",0
"3056","blankFiltSW1","Marimonadida_XX",247
"3057","core_3","Marimonadida_XX",582
"3058","B53","Marimonadida_XX",93
"3059","dockslush_2","Marimonadida_XX",408
"3060","B13","Marimonadida_XX",385
"3061","dockslush_1","Marimonadida_XX",84
"3062","mock_1","Marimonadida_XX",0
"3063","core_6","Marimonadida_XX",24
"3064","mock_2","Marimonadida_XX",0
"3065","hero_11","Marimonadida_XX",144
"3066","hero_12","Marimonadida_XX",0
"3067","Carboy6","Marimonadida_XX",265
"3068","Carboy5","Marimonadida_XX",169
"3069","blankMQ191118","Marimonadida_XX",34
"3070","Barrow_S1IC4","Marimonadida_XX",40
"3071","iceslush","Marimonadida_XX",0
"3072","Barrow_S2C2","Marimonadida_XX",13
"3073","Carboy3","Marimonadida_XX",403
"3074","B23","Marimonadida_XX",108
"3075","B33","Marimonadida_XX",97
"3076","CTDSW","Marimonadida_XX",13
"3077","Carboy9","Marimonadida_XX",279
"3078","B43","Marimonadida_XX",73
"3079","core_1","Marimonadida_XX",4
"3080","B51","Marimonadida_XX",0
"3081","B12","Marimonadida_XX",0
"3082","B11","Marimonadida_XX",0
"3083","core_2","Marimonadida_XX",0
"3084","B52","Marimonadida_XX",0
"3085","dockslush_3","Marimonadida_XX",0
"3086","B14","Marimonadida_XX",0
"3087","blank771","Marimonadida_XX",8
"3088","core_4","Marimonadida_XX",47
"3089","mock_3","Marimonadida_XX",0
"3090","hero_13","Marimonadida_XX",0
"3091","Carboy4","Marimonadida_XX",0
"3092","Carboy7","Marimonadida_XX",0
"3093","Barrow_S2C3","Marimonadida_XX",10
"3094","Carboy2","Marimonadida_XX",0
"3095","Barrow_S1IC6","Marimonadida_XX",0
"3096","B22","Marimonadida_XX",0
"3097","Barrow_S2C1D","Marimonadida_XX",0
"3098","Barrow_S1IC5","Marimonadida_XX",0
"3099","Carboy1","Marimonadida_XX",0
"3100","B21","Marimonadida_XX",0
"3101","B32","Marimonadida_XX",0
"3102","Carboy8","Marimonadida_XX",0
"3103","B31","Marimonadida_XX",0
"3104","B42","Marimonadida_XX",0
"3105","blankMQ121118","Marimonadida_XX",13
"3106","Barrow_blank1","Marimonadida_XX",0
"3107","B41","Marimonadida_XX",0
"3108","Barrow_blank2","Marimonadida_XX",1246
"3109","blankdry2","Marimonadida_XX",0
"3110","blankFiltSW1","Marimonadida_XX",0
"3111","core_3","Marimonadida_XX",0
"3112","B53","Marimonadida_XX",0
"3113","dockslush_2","Marimonadida_XX",0
"3114","B13","Marimonadida_XX",0
"3115","dockslush_1","Marimonadida_XX",0
"3116","mock_1","Marimonadida_XX",0
"3117","core_6","Marimonadida_XX",0
"3118","mock_2","Marimonadida_XX",0
"3119","hero_11","Marimonadida_XX",0
"3120","hero_12","Marimonadida_XX",0
"3121","Carboy6","Marimonadida_XX",0
"3122","Carboy5","Marimonadida_XX",0
"3123","blankMQ191118","Marimonadida_XX",5
"3124","Barrow_S1IC4","Marimonadida_XX",0
"3125","iceslush","Marimonadida_XX",0
"3126","Barrow_S2C2","Marimonadida_XX",18
"3127","Carboy3","Marimonadida_XX",0
"3128","B23","Marimonadida_XX",0
"3129","B33","Marimonadida_XX",0
"3130","CTDSW","Marimonadida_XX",0
"3131","Carboy9","Marimonadida_XX",0
"3132","B43","Marimonadida_XX",0
"3133","core_1","Marimonadida_XX",10
"3134","B51","Marimonadida_XX",0
"3135","B12","Marimonadida_XX",23
"3136","B11","Marimonadida_XX",15
"3137","core_2","Marimonadida_XX",113
"3138","B52","Marimonadida_XX",3
"3139","dockslush_3","Marimonadida_XX",0
"3140","B14","Marimonadida_XX",26
"3141","blank771","Marimonadida_XX",6
"3142","core_4","Marimonadida_XX",38
"3143","mock_3","Marimonadida_XX",0
"3144","hero_13","Marimonadida_XX",0
"3145","Carboy4","Marimonadida_XX",0
"3146","Carboy7","Marimonadida_XX",0
"3147","Barrow_S2C3","Marimonadida_XX",577
"3148","Carboy2","Marimonadida_XX",0
"3149","Barrow_S1IC6","Marimonadida_XX",174
"3150","B22","Marimonadida_XX",0
"3151","Barrow_S2C1D","Marimonadida_XX",340
"3152","Barrow_S1IC5","Marimonadida_XX",272
"3153","Carboy1","Marimonadida_XX",0
"3154","B21","Marimonadida_XX",0
"3155","B32","Marimonadida_XX",0
"3156","Carboy8","Marimonadida_XX",0
"3157","B31","Marimonadida_XX",0
"3158","B42","Marimonadida_XX",0
"3159","blankMQ121118","Marimonadida_XX",7
"3160","Barrow_blank1","Marimonadida_XX",0
"3161","B41","Marimonadida_XX",0
"3162","Barrow_blank2","Marimonadida_XX",779
"3163","blankdry2","Marimonadida_XX",0
"3164","blankFiltSW1","Marimonadida_XX",0
"3165","core_3","Marimonadida_XX",103
"3166","B53","Marimonadida_XX",0
"3167","dockslush_2","Marimonadida_XX",0
"3168","B13","Marimonadida_XX",6
"3169","dockslush_1","Marimonadida_XX",0
"3170","mock_1","Marimonadida_XX",0
"3171","core_6","Marimonadida_XX",48
"3172","mock_2","Marimonadida_XX",0
"3173","hero_11","Marimonadida_XX",0
"3174","hero_12","Marimonadida_XX",0
"3175","Carboy6","Marimonadida_XX",0
"3176","Carboy5","Marimonadida_XX",0
"3177","blankMQ191118","Marimonadida_XX",4
"3178","Barrow_S1IC4","Marimonadida_XX",45
"3179","iceslush","Marimonadida_XX",0
"3180","Barrow_S2C2","Marimonadida_XX",894
"3181","Carboy3","Marimonadida_XX",0
"3182","B23","Marimonadida_XX",0
"3183","B33","Marimonadida_XX",0
"3184","CTDSW","Marimonadida_XX",0
"3185","Carboy9","Marimonadida_XX",0
"3186","B43","Marimonadida_XX",0
"3187","core_1","Marimonadida_XX",21
"3188","B51","Marimonadida_XX",0
"3189","B12","Marimonadida_XX",17
"3190","B11","Marimonadida_XX",15
"3191","core_2","Marimonadida_XX",204
"3192","B52","Marimonadida_XX",0
"3193","dockslush_3","Marimonadida_XX",11
"3194","B14","Marimonadida_XX",19
"3195","blank771","Marimonadida_XX",0
"3196","core_4","Marimonadida_XX",5
"3197","mock_3","Marimonadida_XX",0
"3198","hero_13","Marimonadida_XX",0
"3199","Carboy4","Marimonadida_XX",3
"3200","Carboy7","Marimonadida_XX",3
"3201","Barrow_S2C3","Marimonadida_XX",186
"3202","Carboy2","Marimonadida_XX",0
"3203","Barrow_S1IC6","Marimonadida_XX",126
"3204","B22","Marimonadida_XX",3
"3205","Barrow_S2C1D","Marimonadida_XX",238
"3206","Barrow_S1IC5","Marimonadida_XX",222
"3207","Carboy1","Marimonadida_XX",8
"3208","B21","Marimonadida_XX",7
"3209","B32","Marimonadida_XX",9
"3210","Carboy8","Marimonadida_XX",8
"3211","B31","Marimonadida_XX",6
"3212","B42","Marimonadida_XX",4
"3213","blankMQ121118","Marimonadida_XX",0
"3214","Barrow_blank1","Marimonadida_XX",0
"3215","B41","Marimonadida_XX",11
"3216","Barrow_blank2","Marimonadida_XX",186
"3217","blankdry2","Marimonadida_XX",0
"3218","blankFiltSW1","Marimonadida_XX",0
"3219","core_3","Marimonadida_XX",82
"3220","B53","Marimonadida_XX",0
"3221","dockslush_2","Marimonadida_XX",93
"3222","B13","Marimonadida_XX",17
"3223","dockslush_1","Marimonadida_XX",0
"3224","mock_1","Marimonadida_XX",0
"3225","core_6","Marimonadida_XX",4
"3226","mock_2","Marimonadida_XX",0
"3227","hero_11","Marimonadida_XX",12
"3228","hero_12","Marimonadida_XX",0
"3229","Carboy6","Marimonadida_XX",6
"3230","Carboy5","Marimonadida_XX",4
"3231","blankMQ191118","Marimonadida_XX",3
"3232","Barrow_S1IC4","Marimonadida_XX",35
"3233","iceslush","Marimonadida_XX",0
"3234","Barrow_S2C2","Marimonadida_XX",594
"3235","Carboy3","Marimonadida_XX",4
"3236","B23","Marimonadida_XX",3
"3237","B33","Marimonadida_XX",3
"3238","CTDSW","Marimonadida_XX",6
"3239","Carboy9","Marimonadida_XX",3
"3240","B43","Marimonadida_XX",5
"3241","core_1","",66
"3242","B51","",0
"3243","B12","",2
"3244","B11","",0
"3245","core_2","",396
"3246","B52","",17
"3247","dockslush_3","",0
"3248","B14","",64
"3249","blank771","",66
"3250","core_4","",21
"3251","mock_3","",0
"3252","hero_13","",0
"3253","Carboy4","",0
"3254","Carboy7","",0
"3255","Barrow_S2C3","",3938
"3256","Carboy2","",0
"3257","Barrow_S1IC6","",765
"3258","B22","",0
"3259","Barrow_S2C1D","",1213
"3260","Barrow_S1IC5","",1665
"3261","Carboy1","",0
"3262","B21","",0
"3263","B32","",0
"3264","Carboy8","",0
"3265","B31","",0
"3266","B42","",0
"3267","blankMQ121118","",51
"3268","Barrow_blank1","",0
"3269","B41","",3
"3270","Barrow_blank2","",0
"3271","blankdry2","",0
"3272","blankFiltSW1","",0
"3273","core_3","",229
"3274","B53","",0
"3275","dockslush_2","",0
"3276","B13","",0
"3277","dockslush_1","",0
"3278","mock_1","",0
"3279","core_6","",23
"3280","mock_2","",0
"3281","hero_11","",2
"3282","hero_12","",0
"3283","Carboy6","",0
"3284","Carboy5","",0
"3285","blankMQ191118","",23
"3286","Barrow_S1IC4","",201
"3287","iceslush","",20
"3288","Barrow_S2C2","",2880
"3289","Carboy3","",0
"3290","B23","",0
"3291","B33","",0
"3292","CTDSW","",0
"3293","Carboy9","",0
"3294","B43","",0
"3295","core_1","Paracercomonas",30
"3296","B51","Paracercomonas",21
"3297","B12","Paracercomonas",50
"3298","B11","Paracercomonas",41
"3299","core_2","Paracercomonas",57
"3300","B52","Paracercomonas",14
"3301","dockslush_3","Paracercomonas",28
"3302","B14","Paracercomonas",62
"3303","blank771","Paracercomonas",88
"3304","core_4","Paracercomonas",244
"3305","mock_3","Paracercomonas",0
"3306","hero_13","Paracercomonas",0
"3307","Carboy4","Paracercomonas",7
"3308","Carboy7","Paracercomonas",5
"3309","Barrow_S2C3","Paracercomonas",171
"3310","Carboy2","Paracercomonas",3
"3311","Barrow_S1IC6","Paracercomonas",80
"3312","B22","Paracercomonas",25
"3313","Barrow_S2C1D","Paracercomonas",155
"3314","Barrow_S1IC5","Paracercomonas",239
"3315","Carboy1","Paracercomonas",3
"3316","B21","Paracercomonas",55
"3317","B32","Paracercomonas",19
"3318","Carboy8","Paracercomonas",0
"3319","B31","Paracercomonas",14
"3320","B42","Paracercomonas",17
"3321","blankMQ121118","Paracercomonas",57
"3322","Barrow_blank1","Paracercomonas",0
"3323","B41","Paracercomonas",13
"3324","Barrow_blank2","Paracercomonas",0
"3325","blankdry2","Paracercomonas",0
"3326","blankFiltSW1","Paracercomonas",0
"3327","core_3","Paracercomonas",281
"3328","B53","Paracercomonas",24
"3329","dockslush_2","Paracercomonas",0
"3330","B13","Paracercomonas",58
"3331","dockslush_1","Paracercomonas",13
"3332","mock_1","Paracercomonas",0
"3333","core_6","Paracercomonas",111
"3334","mock_2","Paracercomonas",0
"3335","hero_11","Paracercomonas",20
"3336","hero_12","Paracercomonas",0
"3337","Carboy6","Paracercomonas",6
"3338","Carboy5","Paracercomonas",23
"3339","blankMQ191118","Paracercomonas",35
"3340","Barrow_S1IC4","Paracercomonas",54
"3341","iceslush","Paracercomonas",43
"3342","Barrow_S2C2","Paracercomonas",318
"3343","Carboy3","Paracercomonas",21
"3344","B23","Paracercomonas",16
"3345","B33","Paracercomonas",13
"3346","CTDSW","Paracercomonas",17
"3347","Carboy9","Paracercomonas",8
"3348","B43","Paracercomonas",20
"3349","core_1","Euglyphida_XX",63
"3350","B51","Euglyphida_XX",0
"3351","B12","Euglyphida_XX",0
"3352","B11","Euglyphida_XX",0
"3353","core_2","Euglyphida_XX",259
"3354","B52","Euglyphida_XX",0
"3355","dockslush_3","Euglyphida_XX",4
"3356","B14","Euglyphida_XX",11
"3357","blank771","Euglyphida_XX",130
"3358","core_4","Euglyphida_XX",340
"3359","mock_3","Euglyphida_XX",0
"3360","hero_13","Euglyphida_XX",0
"3361","Carboy4","Euglyphida_XX",0
"3362","Carboy7","Euglyphida_XX",0
"3363","Barrow_S2C3","Euglyphida_XX",342
"3364","Carboy2","Euglyphida_XX",0
"3365","Barrow_S1IC6","Euglyphida_XX",114
"3366","B22","Euglyphida_XX",26
"3367","Barrow_S2C1D","Euglyphida_XX",196
"3368","Barrow_S1IC5","Euglyphida_XX",296
"3369","Carboy1","Euglyphida_XX",0
"3370","B21","Euglyphida_XX",0
"3371","B32","Euglyphida_XX",3
"3372","Carboy8","Euglyphida_XX",0
"3373","B31","Euglyphida_XX",0
"3374","B42","Euglyphida_XX",10
"3375","blankMQ121118","Euglyphida_XX",88
"3376","Barrow_blank1","Euglyphida_XX",0
"3377","B41","Euglyphida_XX",0
"3378","Barrow_blank2","Euglyphida_XX",0
"3379","blankdry2","Euglyphida_XX",0
"3380","blankFiltSW1","Euglyphida_XX",0
"3381","core_3","Euglyphida_XX",447
"3382","B53","Euglyphida_XX",0
"3383","dockslush_2","Euglyphida_XX",0
"3384","B13","Euglyphida_XX",11
"3385","dockslush_1","Euglyphida_XX",0
"3386","mock_1","Euglyphida_XX",0
"3387","core_6","Euglyphida_XX",25
"3388","mock_2","Euglyphida_XX",0
"3389","hero_11","Euglyphida_XX",0
"3390","hero_12","Euglyphida_XX",0
"3391","Carboy6","Euglyphida_XX",0
"3392","Carboy5","Euglyphida_XX",0
